c_Municipio,c_Estado,Descripción,Fecha de inicio de vigencia,Fecha de fin de vigencia
143,PUE,San Salvador el Verde,01/01/2022,
143,VER,Santiago Tuxtla,01/01/2022,
144,OAX,San Francisco Jaltepetongo,01/01/2022,
144,PUE,San Salvador Huixcolotla,01/01/2022,
144,VER,Sayula de Alemán,01/01/2022,
145,OAX,San Francisco Lachigoló,01/01/2022,
145,PUE,San Sebastián Tlacotepec,01/01/2022,
145,VER,Soconusco,01/01/2022,
146,OAX,San Francisco Logueche,01/01/2022,
146,PUE,Santa Catarina Tlaltempan,01/01/2022,
146,VER,Sochiapa,01/01/2022,
147,OAX,San Francisco Nuxaño,01/01/2022,
147,PUE,Santa Inés Ahuatempan,01/01/2022,
147,VER,Soledad Atzompa,01/01/2022,
148,OAX,San Francisco Ozolotepec,01/01/2022,
148,PUE,Santa Isabel Cholula,01/01/2022,
148,VER,Soledad de Doblado,01/01/2022,
149,OAX,San Francisco Sola,01/01/2022,
149,PUE,Santiago Miahuatlán,01/01/2022,
149,VER,Soteapan,01/01/2022,
150,OAX,San Francisco Telixtlahuaca,01/01/2022,
150,PUE,Huehuetlán el Grande,01/01/2022,
150,VER,Tamalín,01/01/2022,
151,OAX,San Francisco Teopan,01/01/2022,
151,PUE,Santo Tomás Hueyotlipan,01/01/2022,
151,VER,Tamiahua,01/01/2022,
152,OAX,San Francisco Tlapancingo,01/01/2022,
152,PUE,Soltepec,01/01/2022,
152,VER,Tampico Alto,01/01/2022,
153,OAX,San Gabriel Mixtepec,01/01/2022,
153,PUE,Tecali de Herrera,01/01/2022,
153,VER,Tancoco,01/01/2022,
154,OAX,San Ildefonso Amatlán,01/01/2022,
154,PUE,Tecamachalco,01/01/2022,
154,VER,Tantima,01/01/2022,
155,OAX,San Ildefonso Sola,01/01/2022,
155,PUE,Tecomatlán,01/01/2022,
155,VER,Tantoyuca,01/01/2022,
156,OAX,San Ildefonso Villa Alta,01/01/2022,
156,PUE,Tehuacán,01/01/2022,
156,VER,Tatatila,01/01/2022,
157,OAX,San Jacinto Amilpas,01/01/2022,
157,PUE,Tehuitzingo,01/01/2022,
157,VER,Castillo de Teayo,01/01/2022,
158,OAX,San Jacinto Tlacotepec,01/01/2022,
158,PUE,Tenampulco,01/01/2022,
158,VER,Tecolutla,01/01/2022,
159,OAX,San Jerónimo Coatlán,01/01/2022,
159,PUE,Teopantlán,01/01/2022,
159,VER,Tehuipango,01/01/2022,
160,OAX,San Jerónimo Silacayoapilla,01/01/2022,
160,PUE,Teotlalco,01/01/2022,
160,VER,Álamo Temapache,01/01/2022,
161,OAX,San Jerónimo Sosola,01/01/2022,
161,PUE,Tepanco de López,01/01/2022,
161,VER,Tempoal,01/01/2022,
162,OAX,San Jerónimo Taviche,01/01/2022,
162,PUE,Tepango de Rodríguez,01/01/2022,
162,VER,Tenampa,01/01/2022,
163,OAX,San Jerónimo Tecóatl,01/01/2022,
163,PUE,Tepatlaxco de Hidalgo,01/01/2022,
163,VER,Tenochtitlán,01/01/2022,
164,OAX,San Jorge Nuchita,01/01/2022,
164,PUE,Tepeaca,01/01/2022,
164,VER,Teocelo,01/01/2022,
165,OAX,San José Ayuquila,01/01/2022,
165,PUE,Tepemaxalco,01/01/2022,
165,VER,Tepatlaxco,01/01/2022,
166,OAX,San José Chiltepec,01/01/2022,
166,PUE,Tepeojuma,01/01/2022,
166,VER,Tepetlán,01/01/2022,
167,OAX,San José del Peñasco,01/01/2022,
167,PUE,Tepetzintla,01/01/2022,
167,VER,Tepetzintla,01/01/2022,
168,OAX,San José Estancia Grande,01/01/2022,
168,PUE,Tepexco,01/01/2022,
168,VER,Tequila,01/01/2022,
169,OAX,San José Independencia,01/01/2022,
169,PUE,Tepexi de Rodríguez,01/01/2022,
169,VER,José Azueta,01/01/2022,
170,OAX,San José Lachiguiri,01/01/2022,
170,PUE,Tepeyahualco,01/01/2022,
170,VER,Texcatepec,01/01/2022,
171,OAX,San José Tenango,01/01/2022,
171,PUE,Tepeyahualco de Cuauhtémoc,01/01/2022,
171,VER,Texhuacán,01/01/2022,
172,OAX,San Juan Achiutla,01/01/2022,
172,PUE,Tetela de Ocampo,01/01/2022,
172,VER,Texistepec,01/01/2022,
173,OAX,San Juan Atepec,01/01/2022,
173,PUE,Teteles de Avila Castillo,01/01/2022,
173,VER,Tezonapa,01/01/2022,
174,OAX,Ánimas Trujano,01/01/2022,
174,PUE,Teziutlán,01/01/2022,
174,VER,Tierra Blanca,01/01/2022,
175,OAX,San Juan Bautista Atatlahuca,01/01/2022,
175,PUE,Tianguismanalco,01/01/2022,
175,VER,Tihuatlán,01/01/2022,
176,OAX,San Juan Bautista Coixtlahuaca,01/01/2022,
176,PUE,Tilapa,01/01/2022,
176,VER,Tlacojalpan,01/01/2022,
177,OAX,San Juan Bautista Cuicatlán,01/01/2022,
177,PUE,Tlacotepec de Benito Juárez,01/01/2022,
177,VER,Tlacolulan,01/01/2022,
178,OAX,San Juan Bautista Guelache,01/01/2022,
178,PUE,Tlacuilotepec,01/01/2022,
178,VER,Tlacotalpan,01/01/2022,
179,OAX,San Juan Bautista Jayacatlán,01/01/2022,
179,PUE,Tlachichuca,01/01/2022,
179,VER,Tlacotepec de Mejía,01/01/2022,
180,OAX,San Juan Bautista Lo de Soto,01/01/2022,
180,PUE,Tlahuapan,01/01/2022,
180,VER,Tlachichilco,01/01/2022,
181,OAX,San Juan Bautista Suchitepec,01/01/2022,
181,PUE,Tlaltenango,01/01/2022,
181,VER,Tlalixcoyan,01/01/2022,
182,OAX,San Juan Bautista Tlacoatzintepec,01/01/2022,
182,PUE,Tlanepantla,01/01/2022,
182,VER,Tlalnelhuayocan,01/01/2022,
183,OAX,San Juan Bautista Tlachichilco,01/01/2022,
183,PUE,Tlaola,01/01/2022,
183,VER,Tlapacoyan,01/01/2022,
184,OAX,San Juan Bautista Tuxtepec,01/01/2022,
184,PUE,Tlapacoya,01/01/2022,
184,VER,Tlaquilpa,01/01/2022,
185,OAX,San Juan Cacahuatepec,01/01/2022,
185,PUE,Tlapanalá,01/01/2022,
185,VER,Tlilapan,01/01/2022,
186,OAX,San Juan Cieneguilla,01/01/2022,
186,PUE,Tlatlauquitepec,01/01/2022,
186,VER,Tomatlán,01/01/2022,
187,OAX,San Juan Coatzóspam,01/01/2022,
187,PUE,Tlaxco,01/01/2022,
187,VER,Tonayán,01/01/2022,
188,OAX,San Juan Colorado,01/01/2022,
188,PUE,Tochimilco,01/01/2022,
188,VER,Totutla,01/01/2022,
189,OAX,San Juan Comaltepec,01/01/2022,
189,PUE,Tochtepec,01/01/2022,
189,VER,Tuxpan,01/01/2022,
190,OAX,San Juan Cotzocón,01/01/2022,
190,PUE,Totoltepec de Guerrero,01/01/2022,
190,VER,Tuxtilla,01/01/2022,
191,OAX,San Juan Chicomezúchil,01/01/2022,
191,PUE,Tulcingo,01/01/2022,
191,VER,Ursulo Galván,01/01/2022,
192,OAX,San Juan Chilateca,01/01/2022,
192,PUE,Tuzamapan de Galeana,01/01/2022,
192,VER,Vega de Alatorre,01/01/2022,
193,OAX,San Juan del Estado,01/01/2022,
193,PUE,Tzicatlacoyan,01/01/2022,
193,VER,Veracruz,01/01/2022,
194,OAX,San Juan del Río,01/01/2022,
194,PUE,Venustiano Carranza,01/01/2022,
194,VER,Villa Aldama,01/01/2022,
195,OAX,San Juan Diuxi,01/01/2022,
195,PUE,Vicente Guerrero,01/01/2022,
195,VER,Xoxocotla,01/01/2022,
196,OAX,San Juan Evangelista Analco,01/01/2022,
196,PUE,Xayacatlán de Bravo,01/01/2022,
196,VER,Yanga,01/01/2022,
197,OAX,San Juan Guelavía,01/01/2022,
197,PUE,Xicotepec,01/01/2022,
197,VER,Yecuatla,01/01/2022,
198,OAX,San Juan Guichicovi,01/01/2022,
198,PUE,Xicotlán,01/01/2022,
198,VER,Zacualpan,01/01/2022,
199,OAX,San Juan Ihualtepec,01/01/2022,
199,PUE,Xiutetelco,01/01/2022,
199,VER,Zaragoza,01/01/2022,
200,OAX,San Juan Juquila Mixes,01/01/2022,
200,PUE,Xochiapulco,01/01/2022,
200,VER,Zentla,01/01/2022,
201,OAX,San Juan Juquila Vijanos,01/01/2022,
201,PUE,Xochiltepec,01/01/2022,
201,VER,Zongolica,01/01/2022,
202,OAX,San Juan Lachao,01/01/2022,
202,PUE,Xochitlán de Vicente Suárez,01/01/2022,
202,VER,Zontecomatlán de López y Fuentes,01/01/2022,
203,OAX,San Juan Lachigalla,01/01/2022,
203,PUE,Xochitlán Todos Santos,01/01/2022,
203,VER,Zozocolco de Hidalgo,01/01/2022,
204,OAX,San Juan Lajarcia,01/01/2022,
204,PUE,Yaonáhuac,01/01/2022,
204,VER,Agua Dulce,01/01/2022,
205,OAX,San Juan Lalana,01/01/2022,
205,PUE,Yehualtepec,01/01/2022,
205,VER,El Higo,01/01/2022,
206,OAX,San Juan de los Cués,01/01/2022,
206,PUE,Zacapala,01/01/2022,
206,VER,Nanchital de Lázaro Cárdenas del Río,01/01/2022,
207,OAX,San Juan Mazatlán,01/01/2022,
207,PUE,Zacapoaxtla,01/01/2022,
207,VER,Tres Valles,01/01/2022,
208,OAX,San Juan Mixtepec -Dto. 08 -,01/01/2022,
208,PUE,Zacatlán,01/01/2022,
208,VER,Carlos A. Carrillo,01/01/2022,
209,OAX,San Juan Mixtepec -Dto. 26 -,01/01/2022,
209,PUE,Zapotitlán,01/01/2022,
209,VER,Tatahuicapan de Juárez,01/01/2022,
210,OAX,San Juan Ñumí,01/01/2022,
210,PUE,Zapotitlán de Méndez,01/01/2022,
210,VER,Uxpanapa,01/01/2022,
211,OAX,San Juan Ozolotepec,01/01/2022,
211,PUE,Zaragoza,01/01/2022,
211,VER,San Rafael,01/01/2022,
212,OAX,San Juan Petlapa,01/01/2022,
212,PUE,Zautla,01/01/2022,
212,VER,Santiago Sochiapan,01/01/2022,
213,OAX,San Juan Quiahije,01/01/2022,
213,PUE,Zihuateutla,01/01/2022,
214,OAX,San Juan Quiotepec,01/01/2022,
214,PUE,Zinacatepec,01/01/2022,
215,OAX,San Juan Sayultepec,01/01/2022,
215,PUE,Zongozotla,01/01/2022,
216,OAX,San Juan Tabaá,01/01/2022,
216,PUE,Zoquiapan,01/01/2022,
217,OAX,San Juan Tamazola,01/01/2022,
217,PUE,Zoquitlán,01/01/2022,
218,OAX,San Juan Teita,01/01/2022,
219,OAX,San Juan Teitipac,01/01/2022,
220,OAX,San Juan Tepeuxila,01/01/2022,
221,OAX,San Juan Teposcolula,01/01/2022,
222,OAX,San Juan Yaeé,01/01/2022,
223,OAX,San Juan Yatzona,01/01/2022,
224,OAX,San Juan Yucuita,01/01/2022,
225,OAX,San Lorenzo,01/01/2022,
226,OAX,San Lorenzo Albarradas,01/01/2022,
227,OAX,San Lorenzo Cacaotepec,01/01/2022,
228,OAX,San Lorenzo Cuaunecuiltitla,01/01/2022,
229,OAX,San Lorenzo Texmelúcan,01/01/2022,
230,OAX,San Lorenzo Victoria,01/01/2022,
231,OAX,San Lucas Camotlán,01/01/2022,
232,OAX,San Lucas Ojitlán,01/01/2022,
233,OAX,San Lucas Quiaviní,01/01/2022,
234,OAX,San Lucas Zoquiápam,01/01/2022,
235,OAX,San Luis Amatlán,01/01/2022,
236,OAX,San Marcial Ozolotepec,01/01/2022,
237,OAX,San Marcos Arteaga,01/01/2022,
238,OAX,San Martín de los Cansecos,01/01/2022,
239,OAX,San Martín Huamelúlpam,01/01/2022,
240,OAX,San Martín Itunyoso,01/01/2022,
241,OAX,San Martín Lachilá,01/01/2022,
242,OAX,San Martín Peras,01/01/2022,
243,OAX,San Martín Tilcajete,01/01/2022,
244,OAX,San Martín Toxpalan,01/01/2022,
245,OAX,San Martín Zacatepec,01/01/2022,
246,OAX,San Mateo Cajonos,01/01/2022,
247,OAX,Capulálpam de Méndez,01/01/2022,
248,OAX,San Mateo del Mar,01/01/2022,
249,OAX,San Mateo Yoloxochitlán,01/01/2022,
250,OAX,San Mateo Etlatongo,01/01/2022,
251,OAX,San Mateo Nejápam,01/01/2022,
252,OAX,San Mateo Peñasco,01/01/2022,
253,OAX,San Mateo Piñas,01/01/2022,
254,OAX,San Mateo Río Hondo,01/01/2022,
255,OAX,San Mateo Sindihui,01/01/2022,
256,OAX,San Mateo Tlapiltepec,01/01/2022,
257,OAX,San Melchor Betaza,01/01/2022,
258,OAX,San Miguel Achiutla,01/01/2022,
259,OAX,San Miguel Ahuehuetitlán,01/01/2022,
260,OAX,San Miguel Aloápam,01/01/2022,
261,OAX,San Miguel Amatitlán,01/01/2022,
262,OAX,San Miguel Amatlán,01/01/2022,
263,OAX,San Miguel Coatlán,01/01/2022,
264,OAX,San Miguel Chicahua,01/01/2022,
265,OAX,San Miguel Chimalapa,01/01/2022,
266,OAX,San Miguel del Puerto,01/01/2022,
267,OAX,San Miguel del Río,01/01/2022,
268,OAX,San Miguel Ejutla,01/01/2022,
269,OAX,San Miguel el Grande,01/01/2022,
270,OAX,San Miguel Huautla,01/01/2022,
271,OAX,San Miguel Mixtepec,01/01/2022,
272,OAX,San Miguel Panixtlahuaca,01/01/2022,
273,OAX,San Miguel Peras,01/01/2022,
274,OAX,San Miguel Piedras,01/01/2022,
275,OAX,San Miguel Quetzaltepec,01/01/2022,
276,OAX,San Miguel Santa Flor,01/01/2022,
277,OAX,Villa Sola de Vega,01/01/2022,
278,OAX,San Miguel Soyaltepec,01/01/2022,
279,OAX,San Miguel Suchixtepec,01/01/2022,
280,OAX,Villa Talea de Castro,01/01/2022,
281,OAX,San Miguel Tecomatlán,01/01/2022,
282,OAX,San Miguel Tenango,01/01/2022,
283,OAX,San Miguel Tequixtepec,01/01/2022,
284,OAX,San Miguel Tilquiápam,01/01/2022,
285,OAX,San Miguel Tlacamama,01/01/2022,
286,OAX,San Miguel Tlacotepec,01/01/2022,
287,OAX,San Miguel Tulancingo,01/01/2022,
288,OAX,San Miguel Yotao,01/01/2022,
289,OAX,San Nicolás,01/01/2022,
290,OAX,San Nicolás Hidalgo,01/01/2022,
291,OAX,San Pablo Coatlán,01/01/2022,
292,OAX,San Pablo Cuatro Venados,01/01/2022,
293,OAX,San Pablo Etla,01/01/2022,
294,OAX,San Pablo Huitzo,01/01/2022,
295,OAX,San Pablo Huixtepec,01/01/2022,
296,OAX,San Pablo Macuiltianguis,01/01/2022,
297,OAX,San Pablo Tijaltepec,01/01/2022,
298,OAX,San Pablo Villa de Mitla,01/01/2022,
299,OAX,San Pablo Yaganiza,01/01/2022,
300,OAX,San Pedro Amuzgos,01/01/2022,
301,OAX,San Pedro Apóstol,01/01/2022,
302,OAX,San Pedro Atoyac,01/01/2022,
303,OAX,San Pedro Cajonos,01/01/2022,
304,OAX,San Pedro Coxcaltepec Cántaros,01/01/2022,
305,OAX,San Pedro Comitancillo,01/01/2022,
306,OAX,San Pedro el Alto,01/01/2022,
307,OAX,San Pedro Huamelula,01/01/2022,
308,OAX,San Pedro Huilotepec,01/01/2022,
309,OAX,San Pedro Ixcatlán,01/01/2022,
310,OAX,San Pedro Ixtlahuaca,01/01/2022,
311,OAX,San Pedro Jaltepetongo,01/01/2022,
312,OAX,San Pedro Jicayán,01/01/2022,
313,OAX,San Pedro Jocotipac,01/01/2022,
314,OAX,San Pedro Juchatengo,01/01/2022,
315,OAX,San Pedro Mártir,01/01/2022,
316,OAX,San Pedro Mártir Quiechapa,01/01/2022,
317,OAX,San Pedro Mártir Yucuxaco,01/01/2022,
318,OAX,San Pedro Mixtepec -Dto. 22 -,01/01/2022,
319,OAX,San Pedro Mixtepec -Dto. 26 -,01/01/2022,
320,OAX,San Pedro Molinos,01/01/2022,
321,OAX,San Pedro Nopala,01/01/2022,
322,OAX,San Pedro Ocopetatillo,01/01/2022,
323,OAX,San Pedro Ocotepec,01/01/2022,
324,OAX,San Pedro Pochutla,01/01/2022,
325,OAX,San Pedro Quiatoni,01/01/2022,
326,OAX,San Pedro Sochiápam,01/01/2022,
327,OAX,San Pedro Tapanatepec,01/01/2022,
328,OAX,San Pedro Taviche,01/01/2022,
329,OAX,San Pedro Teozacoalco,01/01/2022,
330,OAX,San Pedro Teutila,01/01/2022,
331,OAX,San Pedro Tidaá,01/01/2022,
332,OAX,San Pedro Topiltepec,01/01/2022,
333,OAX,San Pedro Totolápam,01/01/2022,
334,OAX,Villa de Tututepec de Melchor Ocampo,01/01/2022,
335,OAX,San Pedro Yaneri,01/01/2022,
336,OAX,San Pedro Yólox,01/01/2022,
337,OAX,San Pedro y San Pablo Ayutla,01/01/2022,
338,OAX,Villa de Etla,01/01/2022,
339,OAX,San Pedro y San Pablo Teposcolula,01/01/2022,
340,OAX,San Pedro y San Pablo Tequixtepec,01/01/2022,
341,OAX,San Pedro Yucunama,01/01/2022,
342,OAX,San Raymundo Jalpan,01/01/2022,
343,OAX,San Sebastián Abasolo,01/01/2022,
344,OAX,San Sebastián Coatlán,01/01/2022,
345,OAX,San Sebastián Ixcapa,01/01/2022,
346,OAX,San Sebastián Nicananduta,01/01/2022,
347,OAX,San Sebastián Río Hondo,01/01/2022,
348,OAX,San Sebastián Tecomaxtlahuaca,01/01/2022,
349,OAX,San Sebastián Teitipac,01/01/2022,
350,OAX,San Sebastián Tutla,01/01/2022,
351,OAX,San Simón Almolongas,01/01/2022,
352,OAX,San Simón Zahuatlán,01/01/2022,
353,OAX,Santa Ana,01/01/2022,
354,OAX,Santa Ana Ateixtlahuaca,01/01/2022,
355,OAX,Santa Ana Cuauhtémoc,01/01/2022,
356,OAX,Santa Ana del Valle,01/01/2022,
357,OAX,Santa Ana Tavela,01/01/2022,
358,OAX,Santa Ana Tlapacoyan,01/01/2022,
359,OAX,Santa Ana Yareni,01/01/2022,
360,OAX,Santa Ana Zegache,01/01/2022,
361,OAX,Santa Catalina Quierí,01/01/2022,
362,OAX,Santa Catarina Cuixtla,01/01/2022,
363,OAX,Santa Catarina Ixtepeji,01/01/2022,
364,OAX,Santa Catarina Juquila,01/01/2022,
365,OAX,Santa Catarina Lachatao,01/01/2022,
366,OAX,Santa Catarina Loxicha,01/01/2022,
367,OAX,Santa Catarina Mechoacán,01/01/2022,
368,OAX,Santa Catarina Minas,01/01/2022,
369,OAX,Santa Catarina Quiané,01/01/2022,
370,OAX,Santa Catarina Tayata,01/01/2022,
371,OAX,Santa Catarina Ticuá,01/01/2022,
372,OAX,Santa Catarina Yosonotú,01/01/2022,
373,OAX,Santa Catarina Zapoquila,01/01/2022,
374,OAX,Santa Cruz Acatepec,01/01/2022,
375,OAX,Santa Cruz Amilpas,01/01/2022,
376,OAX,Santa Cruz de Bravo,01/01/2022,
377,OAX,Santa Cruz Itundujia,01/01/2022,
378,OAX,Santa Cruz Mixtepec,01/01/2022,
379,OAX,Santa Cruz Nundaco,01/01/2022,
380,OAX,Santa Cruz Papalutla,01/01/2022,
381,OAX,Santa Cruz Tacache de Mina,01/01/2022,
382,OAX,Santa Cruz Tacahua,01/01/2022,
383,OAX,Santa Cruz Tayata,01/01/2022,
384,OAX,Santa Cruz Xitla,01/01/2022,
385,OAX,Santa Cruz Xoxocotlán,01/01/2022,
386,OAX,Santa Cruz Zenzontepec,01/01/2022,
387,OAX,Santa Gertrudis,01/01/2022,
388,OAX,Santa Inés del Monte,01/01/2022,
389,OAX,Santa Inés Yatzeche,01/01/2022,
390,OAX,Santa Lucía del Camino,01/01/2022,
391,OAX,Santa Lucía Miahuatlán,01/01/2022,
392,OAX,Santa Lucía Monteverde,01/01/2022,
393,OAX,Santa Lucía Ocotlán,01/01/2022,
394,OAX,Santa María Alotepec,01/01/2022,
395,OAX,Santa María Apazco,01/01/2022,
396,OAX,Santa María la Asunción,01/01/2022,
397,OAX,Heroica Ciudad de Tlaxiaco,01/01/2022,
398,OAX,Ayoquezco de Aldama,01/01/2022,
399,OAX,Santa María Atzompa,01/01/2022,
400,OAX,Santa María Camotlán,01/01/2022,
401,OAX,Santa María Colotepec,01/01/2022,
402,OAX,Santa María Cortijo,01/01/2022,
403,OAX,Santa María Coyotepec,01/01/2022,
404,OAX,Santa María Chachoápam,01/01/2022,
405,OAX,Villa de Chilapa de Díaz,01/01/2022,
406,OAX,Santa María Chilchotla,01/01/2022,
407,OAX,Santa María Chimalapa,01/01/2022,
408,OAX,Santa María del Rosario,01/01/2022,
409,OAX,Santa María del Tule,01/01/2022,
410,OAX,Santa María Ecatepec,01/01/2022,
411,OAX,Santa María Guelacé,01/01/2022,
412,OAX,Santa María Guienagati,01/01/2022,
413,OAX,Santa María Huatulco,01/01/2022,
414,OAX,Santa María Huazolotitlán,01/01/2022,
415,OAX,Santa María Ipalapa,01/01/2022,
416,OAX,Santa María Ixcatlán,01/01/2022,
417,OAX,Santa María Jacatepec,01/01/2022,
418,OAX,Santa María Jalapa del Marqués,01/01/2022,
419,OAX,Santa María Jaltianguis,01/01/2022,
420,OAX,Santa María Lachixío,01/01/2022,
421,OAX,Santa María Mixtequilla,01/01/2022,
422,OAX,Santa María Nativitas,01/01/2022,
423,OAX,Santa María Nduayaco,01/01/2022,
424,OAX,Santa María Ozolotepec,01/01/2022,
425,OAX,Santa María Pápalo,01/01/2022,
426,OAX,Santa María Peñoles,01/01/2022,
427,OAX,Santa María Petapa,01/01/2022,
428,OAX,Santa María Quiegolani,01/01/2022,
429,OAX,Santa María Sola,01/01/2022,
430,OAX,Santa María Tataltepec,01/01/2022,
431,OAX,Santa María Tecomavaca,01/01/2022,
432,OAX,Santa María Temaxcalapa,01/01/2022,
433,OAX,Santa María Temaxcaltepec,01/01/2022,
434,OAX,Santa María Teopoxco,01/01/2022,
435,OAX,Santa María Tepantlali,01/01/2022,
436,OAX,Santa María Texcatitlán,01/01/2022,
437,OAX,Santa María Tlahuitoltepec,01/01/2022,
438,OAX,Santa María Tlalixtac,01/01/2022,
439,OAX,Santa María Tonameca,01/01/2022,
440,OAX,Santa María Totolapilla,01/01/2022,
441,OAX,Santa María Xadani,01/01/2022,
442,OAX,Santa María Yalina,01/01/2022,
443,OAX,Santa María Yavesía,01/01/2022,
444,OAX,Santa María Yolotepec,01/01/2022,
445,OAX,Santa María Yosoyúa,01/01/2022,
446,OAX,Santa María Yucuhiti,01/01/2022,
447,OAX,Santa María Zacatepec,01/01/2022,
448,OAX,Santa María Zaniza,01/01/2022,
449,OAX,Santa María Zoquitlán,01/01/2022,
450,OAX,Santiago Amoltepec,01/01/2022,
451,OAX,Santiago Apoala,01/01/2022,
452,OAX,Santiago Apóstol,01/01/2022,
453,OAX,Santiago Astata,01/01/2022,
454,OAX,Santiago Atitlán,01/01/2022,
455,OAX,Santiago Ayuquililla,01/01/2022,
456,OAX,Santiago Cacaloxtepec,01/01/2022,
457,OAX,Santiago Camotlán,01/01/2022,
458,OAX,Santiago Comaltepec,01/01/2022,
459,OAX,Santiago Chazumba,01/01/2022,
460,OAX,Santiago Choápam,01/01/2022,
461,OAX,Santiago del Río,01/01/2022,
462,OAX,Santiago Huajolotitlán,01/01/2022,
463,OAX,Santiago Huauclilla,01/01/2022,
464,OAX,Santiago Ihuitlán Plumas,01/01/2022,
465,OAX,Santiago Ixcuintepec,01/01/2022,
466,OAX,Santiago Ixtayutla,01/01/2022,
467,OAX,Santiago Jamiltepec,01/01/2022,
468,OAX,Santiago Jocotepec,01/01/2022,
469,OAX,Santiago Juxtlahuaca,01/01/2022,
470,OAX,Santiago Lachiguiri,01/01/2022,
471,OAX,Santiago Lalopa,01/01/2022,
472,OAX,Santiago Laollaga,01/01/2022,
473,OAX,Santiago Laxopa,01/01/2022,
474,OAX,Santiago Llano Grande,01/01/2022,
475,OAX,Santiago Matatlán,01/01/2022,
476,OAX,Santiago Miltepec,01/01/2022,
477,OAX,Santiago Minas,01/01/2022,
478,OAX,Santiago Nacaltepec,01/01/2022,
479,OAX,Santiago Nejapilla,01/01/2022,
480,OAX,Santiago Nundiche,01/01/2022,
481,OAX,Santiago Nuyoó,01/01/2022,
482,OAX,Santiago Pinotepa Nacional,01/01/2022,
483,OAX,Santiago Suchilquitongo,01/01/2022,
484,OAX,Santiago Tamazola,01/01/2022,
485,OAX,Santiago Tapextla,01/01/2022,
486,OAX,Villa Tejúpam de la Unión,01/01/2022,
487,OAX,Santiago Tenango,01/01/2022,
488,OAX,Santiago Tepetlapa,01/01/2022,
489,OAX,Santiago Tetepec,01/01/2022,
490,OAX,Santiago Texcalcingo,01/01/2022,
491,OAX,Santiago Textitlán,01/01/2022,
492,OAX,Santiago Tilantongo,01/01/2022,
493,OAX,Santiago Tillo,01/01/2022,
494,OAX,Santiago Tlazoyaltepec,01/01/2022,
495,OAX,Santiago Xanica,01/01/2022,
496,OAX,Santiago Xiacuí,01/01/2022,
497,OAX,Santiago Yaitepec,01/01/2022,
498,OAX,Santiago Yaveo,01/01/2022,
499,OAX,Santiago Yolomécatl,01/01/2022,
500,OAX,Santiago Yosondúa,01/01/2022,
501,OAX,Santiago Yucuyachi,01/01/2022,
502,OAX,Santiago Zacatepec,01/01/2022,
503,OAX,Santiago Zoochila,01/01/2022,
504,OAX,Nuevo Zoquiápam,01/01/2022,
505,OAX,Santo Domingo Ingenio,01/01/2022,
506,OAX,Santo Domingo Albarradas,01/01/2022,
507,OAX,Santo Domingo Armenta,01/01/2022,
508,OAX,Santo Domingo Chihuitán,01/01/2022,
509,OAX,Santo Domingo de Morelos,01/01/2022,
510,OAX,Santo Domingo Ixcatlán,01/01/2022,
511,OAX,Santo Domingo Nuxaá,01/01/2022,
512,OAX,Santo Domingo Ozolotepec,01/01/2022,
513,OAX,Santo Domingo Petapa,01/01/2022,
514,OAX,Santo Domingo Roayaga,01/01/2022,
515,OAX,Santo Domingo Tehuantepec,01/01/2022,
516,OAX,Santo Domingo Teojomulco,01/01/2022,
517,OAX,Santo Domingo Tepuxtepec,01/01/2022,
518,OAX,Santo Domingo Tlatayápam,01/01/2022,
519,OAX,Santo Domingo Tomaltepec,01/01/2022,
520,OAX,Santo Domingo Tonalá,01/01/2022,
521,OAX,Santo Domingo Tonaltepec,01/01/2022,
522,OAX,Santo Domingo Xagacía,01/01/2022,
523,OAX,Santo Domingo Yanhuitlán,01/01/2022,
524,OAX,Santo Domingo Yodohino,01/01/2022,
525,OAX,Santo Domingo Zanatepec,01/01/2022,
526,OAX,Santos Reyes Nopala,01/01/2022,
527,OAX,Santos Reyes Pápalo,01/01/2022,
528,OAX,Santos Reyes Tepejillo,01/01/2022,
529,OAX,Santos Reyes Yucuná,01/01/2022,
530,OAX,Santo Tomás Jalieza,01/01/2022,
531,OAX,Santo Tomás Mazaltepec,01/01/2022,
532,OAX,Santo Tomás Ocotepec,01/01/2022,
533,OAX,Santo Tomás Tamazulapan,01/01/2022,
534,OAX,San Vicente Coatlán,01/01/2022,
535,OAX,San Vicente Lachixío,01/01/2022,
536,OAX,San Vicente Nuñú,01/01/2022,
537,OAX,Silacayoápam,01/01/2022,
538,OAX,Sitio de Xitlapehua,01/01/2022,
539,OAX,Soledad Etla,01/01/2022,
540,OAX,Villa de Tamazulápam del Progreso,01/01/2022,
541,OAX,Tanetze de Zaragoza,01/01/2022,
542,OAX,Taniche,01/01/2022,
543,OAX,Tataltepec de Valdés,01/01/2022,
544,OAX,Teococuilco de Marcos Pérez,01/01/2022,
545,OAX,Teotitlán de Flores Magón,01/01/2022,
546,OAX,Teotitlán del Valle,01/01/2022,
547,OAX,Teotongo,01/01/2022,
548,OAX,Tepelmeme Villa de Morelos,01/01/2022,
549,OAX,Tezoatlán de Segura y Luna,01/01/2022,
550,OAX,San Jerónimo Tlacochahuaya,01/01/2022,
551,OAX,Tlacolula de Matamoros,01/01/2022,
552,OAX,Tlacotepec Plumas,01/01/2022,
553,OAX,Tlalixtac de Cabrera,01/01/2022,
