c_Municipio,c_Estado,Descripción,Fecha de inicio de vigencia,Fecha de fin de vigencia
024,YUC,Chumayel,01/01/2022,
024,ZAC,Loreto,01/01/2022,
025,COA,Piedras Negras,01/01/2022,
025,CHH,Gómez Farías,01/01/2022,
025,CHP,Chapultenango,01/01/2022,
025,DUR,San Bernardo,01/01/2022,
025,GRO,Cuautepec,01/01/2022,
025,GUA,Purísima del Rincón,01/01/2022,
025,HID,Huautla,01/01/2022,
025,JAL,Colotlán,01/01/2022,
025,MEX,Chalco,01/01/2022,
025,MIC,Chilchota,01/01/2022,
025,MOR,Tlaquiltenango,01/01/2022,
025,NLE,General Zuazua,01/01/2022,
025,OAX,Chahuites,01/01/2022,
025,PUE,Ayotoxco de Guerrero,01/01/2022,
025,SLP,Salinas,01/01/2022,
025,SON,Empalme,01/01/2022,
025,TAM,Miguel Alemán,01/01/2022,
025,TLA,San Pablo del Monte,01/01/2022,
025,VER,Ayahualulco,01/01/2022,
025,YUC,Dzán,01/01/2022,
025,ZAC,Luis Moya,01/01/2022,
026,COA,Progreso,01/01/2022,
026,CHH,Gran Morelos,01/01/2022,
026,CHP,Chenalhó,01/01/2022,
026,DUR,San Dimas,01/01/2022,
026,GRO,Cuetzala del Progreso,01/01/2022,
026,GUA,Romita,01/01/2022,
026,HID,Huazalingo,01/01/2022,
026,JAL,Concepción de Buenos Aires,01/01/2022,
026,MEX,Chapa de Mota,01/01/2022,
026,MIC,Chinicuila,01/01/2022,
026,MOR,Tlayacapan,01/01/2022,
026,NLE,Guadalupe,01/01/2022,
026,OAX,Chalcatongo de Hidalgo,01/01/2022,
026,PUE,Calpan,01/01/2022,
026,SLP,San Antonio,01/01/2022,
026,SON,Etchojoa,01/01/2022,
026,TAM,Miquihuana,01/01/2022,
026,TLA,Santa Cruz Tlaxcala,01/01/2022,
026,VER,Banderilla,01/01/2022,
026,YUC,Dzemul,01/01/2022,
026,ZAC,Mazapil,01/01/2022,
027,COA,Ramos Arizpe,01/01/2022,
027,CHH,Guachochi,01/01/2022,
027,CHP,Chiapa de Corzo,01/01/2022,
027,DUR,San Juan de Guadalupe,01/01/2022,
027,GRO,Cutzamala de Pinzón,01/01/2022,
027,GUA,Salamanca,01/01/2022,
027,HID,Huehuetla,01/01/2022,
027,JAL,Cuautitlán de García Barragán,01/01/2022,
027,MEX,Chapultepec,01/01/2022,
027,MIC,Chucándiro,01/01/2022,
027,MOR,Totolapan,01/01/2022,
027,NLE,Los Herreras,01/01/2022,
027,OAX,Chiquihuitlán de Benito Juárez,01/01/2022,
027,PUE,Caltepec,01/01/2022,
027,SLP,San Ciro de Acosta,01/01/2022,
027,SON,Fronteras,01/01/2022,
027,TAM,Nuevo Laredo,01/01/2022,
027,TLA,Tenancingo,01/01/2022,
027,VER,Benito Juárez,01/01/2022,
027,YUC,Dzidzantún,01/01/2022,
027,ZAC,Melchor Ocampo,01/01/2022,
028,COA,Sabinas,01/01/2022,
028,CHH,Guadalupe,01/01/2022,
028,CHP,Chiapilla,01/01/2022,
028,DUR,San Juan del Río,01/01/2022,
028,GRO,Chilapa de Álvarez,01/01/2022,
028,GUA,Salvatierra,01/01/2022,
028,HID,Huejutla de Reyes,01/01/2022,
028,JAL,Cuautla,01/01/2022,
028,MEX,Chiautla,01/01/2022,
028,MIC,Churintzio,01/01/2022,
028,MOR,Xochitepec,01/01/2022,
028,NLE,Higueras,01/01/2022,
028,OAX,Heroica Ciudad de Ejutla de Crespo,01/01/2022,
028,PUE,Camocuautla,01/01/2022,
028,SLP,San Luis Potosí,01/01/2022,
028,SON,Granados,01/01/2022,
028,TAM,Nuevo Morelos,01/01/2022,
028,TLA,Teolocholco,01/01/2022,
028,VER,Boca del Río,01/01/2022,
028,YUC,Dzilam de Bravo,01/01/2022,
028,ZAC,Mezquital del Oro,01/01/2022,
029,COA,Sacramento,01/01/2022,
029,CHH,Guadalupe y Calvo,01/01/2022,
029,CHP,Chicoasén,01/01/2022,
029,DUR,San Luis del Cordero,01/01/2022,
029,GRO,Chilpancingo de los Bravo,01/01/2022,
029,GUA,San Diego de la Unión,01/01/2022,
029,HID,Huichapan,01/01/2022,
029,JAL,Cuquío,01/01/2022,
029,MEX,Chicoloapan,01/01/2022,
029,MIC,Churumuco,01/01/2022,
029,MOR,Yautepec,01/01/2022,
029,NLE,Hualahuises,01/01/2022,
029,OAX,Eloxochitlán de Flores Magón,01/01/2022,
029,PUE,Caxhuacan,01/01/2022,
029,SLP,San Martín Chalchicuautla,01/01/2022,
029,SON,Guaymas,01/01/2022,
029,TAM,Ocampo,01/01/2022,
029,TLA,Tepeyanco,01/01/2022,
029,VER,Calcahualco,01/01/2022,
029,YUC,Dzilam González,01/01/2022,
029,ZAC,Miguel Auza,01/01/2022,
030,COA,Saltillo,01/01/2022,
030,CHH,Guazapares,01/01/2022,
030,CHP,Chicomuselo,01/01/2022,
030,DUR,San Pedro del Gallo,01/01/2022,
030,GRO,Florencio Villarreal,01/01/2022,
030,GUA,San Felipe,01/01/2022,
030,HID,Ixmiquilpan,01/01/2022,
030,JAL,Chapala,01/01/2022,
030,MEX,Chiconcuac,01/01/2022,
030,MIC,Ecuandureo,01/01/2022,
030,MOR,Yecapixtla,01/01/2022,
030,NLE,Iturbide,01/01/2022,
030,OAX,El Espinal,01/01/2022,
030,PUE,Coatepec,01/01/2022,
030,SLP,San Nicolás Tolentino,01/01/2022,
030,SON,Hermosillo,01/01/2022,
030,TAM,Padilla,01/01/2022,
030,TLA,Terrenate,01/01/2022,
030,VER,Camerino Z. Mendoza,01/01/2022,
030,YUC,Dzitás,01/01/2022,
030,ZAC,Momax,01/01/2022,
031,COA,San Buenaventura,01/01/2022,
031,CHH,Guerrero,01/01/2022,
031,CHP,Chilón,01/01/2022,
031,DUR,Santa Clara,01/01/2022,
031,GRO,General Canuto A. Neri,01/01/2022,
031,GUA,San Francisco del Rincón,01/01/2022,
031,HID,Jacala de Ledezma,01/01/2022,
031,JAL,Chimaltitán,01/01/2022,
031,MEX,Chimalhuacán,01/01/2022,
031,MIC,Epitacio Huerta,01/01/2022,
031,MOR,Zacatepec,01/01/2022,
031,NLE,Juárez,01/01/2022,
031,OAX,Tamazulápam del Espíritu Santo,01/01/2022,
031,PUE,Coatzingo,01/01/2022,
031,SLP,Santa Catarina,01/01/2022,
031,SON,Huachinera,01/01/2022,
031,TAM,Palmillas,01/01/2022,
031,TLA,Tetla de la Solidaridad,01/01/2022,
031,VER,Carrillo Puerto,01/01/2022,
031,YUC,Dzoncauich,01/01/2022,
031,ZAC,Monte Escobedo,01/01/2022,
032,COA,San Juan de Sabinas,01/01/2022,
032,CHH,Hidalgo del Parral,01/01/2022,
032,CHP,Escuintla,01/01/2022,
032,DUR,Santiago Papasquiaro,01/01/2022,
032,GRO,General Heliodoro Castillo,01/01/2022,
032,GUA,San José Iturbide,01/01/2022,
032,HID,Jaltocán,01/01/2022,
032,JAL,Chiquilistlán,01/01/2022,
032,MEX,Donato Guerra,01/01/2022,
032,MIC,Erongarícuaro,01/01/2022,
032,MOR,Zacualpan,01/01/2022,
032,NLE,Lampazos de Naranjo,01/01/2022,
032,OAX,Fresnillo de Trujano,01/01/2022,
032,PUE,Cohetzala,01/01/2022,
032,SLP,Santa María del Río,01/01/2022,
032,SON,Huásabas,01/01/2022,
032,TAM,Reynosa,01/01/2022,
032,TLA,Tetlatlahuca,01/01/2022,
032,VER,Catemaco,01/01/2022,
032,YUC,Espita,01/01/2022,
032,ZAC,Morelos,01/01/2022,
033,COA,San Pedro,01/01/2022,
033,CHH,Huejotitán,01/01/2022,
033,CHP,Francisco León,01/01/2022,
033,DUR,Súchil,01/01/2022,
033,GRO,Huamuxtitlán,01/01/2022,
033,GUA,San Luis de la Paz,01/01/2022,
033,HID,Juárez Hidalgo,01/01/2022,
033,JAL,Degollado,01/01/2022,
033,MEX,Ecatepec de Morelos,01/01/2022,
033,MIC,Gabriel Zamora,01/01/2022,
033,MOR,Temoac,01/01/2022,
033,NLE,Linares,01/01/2022,
033,OAX,Guadalupe Etla,01/01/2022,
033,PUE,Cohuecan,01/01/2022,
033,SLP,Santo Domingo,01/01/2022,
033,SON,Huatabampo,01/01/2022,
033,TAM,Río Bravo,01/01/2022,
033,TLA,Tlaxcala,01/01/2022,
033,VER,Cazones de Herrera,01/01/2022,
033,YUC,Halachó,01/01/2022,
033,ZAC,Moyahua de Estrada,01/01/2022,
034,COA,Sierra Mojada,01/01/2022,
034,CHH,Ignacio Zaragoza,01/01/2022,
034,CHP,Frontera Comalapa,01/01/2022,
034,DUR,Tamazula,01/01/2022,
034,GRO,Huitzuco de los Figueroa,01/01/2022,
034,GUA,Santa Catarina,01/01/2022,
034,HID,Lolotla,01/01/2022,
034,JAL,Ejutla,01/01/2022,
034,MEX,Ecatzingo,01/01/2022,
034,MIC,Hidalgo,01/01/2022,
034,NLE,Marín,01/01/2022,
034,OAX,Guadalupe de Ramírez,01/01/2022,
034,PUE,Coronango,01/01/2022,
034,SLP,San Vicente Tancuayalab,01/01/2022,
034,SON,Huépac,01/01/2022,
034,TAM,San Carlos,01/01/2022,
034,TLA,Tlaxco,01/01/2022,
034,VER,Cerro Azul,01/01/2022,
034,YUC,Hocabá,01/01/2022,
034,ZAC,Nochistlán de Mejía,01/01/2022,
035,COA,Torreón,01/01/2022,
035,CHH,Janos,01/01/2022,
035,CHP,Frontera Hidalgo,01/01/2022,
035,DUR,Tepehuanes,01/01/2022,
035,GRO,Iguala de la Independencia,01/01/2022,
035,GUA,Santa Cruz de Juventino Rosas,01/01/2022,
035,HID,Metepec,01/01/2022,
035,JAL,Encarnación de Díaz,01/01/2022,
035,MEX,Huehuetoca,01/01/2022,
035,MIC,La Huacana,01/01/2022,
035,NLE,Melchor Ocampo,01/01/2022,
035,OAX,Guelatao de Juárez,01/01/2022,
035,PUE,Coxcatlán,01/01/2022,
035,SLP,Soledad de Graciano Sánchez,01/01/2022,
035,SON,Imuris,01/01/2022,
035,TAM,San Fernando,01/01/2022,
035,TLA,Tocatlán,01/01/2022,
035,VER,Citlaltépetl,01/01/2022,
035,YUC,Hoctún,01/01/2022,
035,ZAC,Noria de Ángeles,01/01/2022,
036,COA,Viesca,01/01/2022,
036,CHH,Jiménez,01/01/2022,
036,CHP,La Grandeza,01/01/2022,
036,DUR,Tlahualilo,01/01/2022,
036,GRO,Igualapa,01/01/2022,
036,GUA,Santiago Maravatío,01/01/2022,
036,HID,San Agustín Metzquititlán,01/01/2022,
036,JAL,Etzatlán,01/01/2022,
036,MEX,Hueypoxtla,01/01/2022,
036,MIC,Huandacareo,01/01/2022,
036,NLE,Mier y Noriega,01/01/2022,
036,OAX,Guevea de Humboldt,01/01/2022,
036,PUE,Coyomeapan,01/01/2022,
036,SLP,Tamasopo,01/01/2022,
036,SON,Magdalena,01/01/2022,
036,TAM,San Nicolás,01/01/2022,
036,TLA,Totolac,01/01/2022,
036,VER,Coacoatzintla,01/01/2022,
036,YUC,Homún,01/01/2022,
036,ZAC,Ojocaliente,01/01/2022,
037,COA,Villa Unión,01/01/2022,
037,CHH,Juárez,01/01/2022,
037,CHP,Huehuetán,01/01/2022,
037,DUR,Topia,01/01/2022,
037,GRO,Ixcateopan de Cuauhtémoc,01/01/2022,
037,GUA,Silao de la Victoria,01/01/2022,
037,HID,Metztitlán,01/01/2022,
037,JAL,El Grullo,01/01/2022,
037,MEX,Huixquilucan,01/01/2022,
037,MIC,Huaniqueo,01/01/2022,
037,NLE,Mina,01/01/2022,
037,OAX,Mesones Hidalgo,01/01/2022,
037,PUE,Coyotepec,01/01/2022,
037,SLP,Tamazunchale,01/01/2022,
037,SON,Mazatán,01/01/2022,
037,TAM,Soto la Marina,01/01/2022,
037,TLA,Ziltlaltépec de Trinidad Sánchez Santos,01/01/2022,
037,VER,Coahuitlán,01/01/2022,
037,YUC,Huhí,01/01/2022,
037,ZAC,Pánuco,01/01/2022,
038,COA,Zaragoza,01/01/2022,
038,CHH,Julimes,01/01/2022,
038,CHP,Huixtán,01/01/2022,
038,DUR,Vicente Guerrero,01/01/2022,
038,GRO,Zihuatanejo de Azueta,01/01/2022,
038,GUA,Tarandacuao,01/01/2022,
038,HID,Mineral del Chico,01/01/2022,
038,JAL,Guachinango,01/01/2022,
038,MEX,Isidro Fabela,01/01/2022,
038,MIC,Huetamo,01/01/2022,
038,NLE,Montemorelos,01/01/2022,
038,OAX,Villa Hidalgo,01/01/2022,
038,PUE,Cuapiaxtla de Madero,01/01/2022,
038,SLP,Tampacán,01/01/2022,
038,SON,Moctezuma,01/01/2022,
038,TAM,Tampico,01/01/2022,
038,TLA,Tzompantepec,01/01/2022,
038,VER,Coatepec,01/01/2022,
038,YUC,Hunucmá,01/01/2022,
038,ZAC,Pinos,01/01/2022,
039,CHH,López,01/01/2022,
039,CHP,Huitiupán,01/01/2022,
039,DUR,Nuevo Ideal,01/01/2022,
039,GRO,Juan R. Escudero,01/01/2022,
039,GUA,Tarimoro,01/01/2022,
039,HID,Mineral del Monte,01/01/2022,
039,JAL,Guadalajara,01/01/2022,
039,MEX,Ixtapaluca,01/01/2022,
039,MIC,Huiramba,01/01/2022,
039,NLE,Monterrey,01/01/2022,
039,OAX,Heroica Ciudad de Huajuapan de León,01/01/2022,
039,PUE,Cuautempan,01/01/2022,
039,SLP,Tampamolón Corona,01/01/2022,
039,SON,Naco,01/01/2022,
039,TAM,Tula,01/01/2022,
039,TLA,Xaloztoc,01/01/2022,
039,VER,Coatzacoalcos,01/01/2022,
039,YUC,Ixil,01/01/2022,
039,ZAC,Río Grande,01/01/2022,
040,CHH,Madera,01/01/2022,
040,CHP,Huixtla,01/01/2022,
040,GRO,Leonardo Bravo,01/01/2022,
040,GUA,Tierra Blanca,01/01/2022,
040,HID,La Misión,01/01/2022,
040,JAL,Hostotipaquillo,01/01/2022,
040,MEX,Ixtapan de la Sal,01/01/2022,
040,MIC,Indaparapeo,01/01/2022,
040,NLE,Parás,01/01/2022,
040,OAX,Huautepec,01/01/2022,
040,PUE,Cuautinchán,01/01/2022,
040,SLP,Tamuín,01/01/2022,
040,SON,Nácori Chico,01/01/2022,
040,TAM,Valle Hermoso,01/01/2022,
040,TLA,Xaltocan,01/01/2022,
040,VER,Coatzintla,01/01/2022,
040,YUC,Izamal,01/01/2022,
040,ZAC,Sain Alto,01/01/2022,
041,CHH,Maguarichi,01/01/2022,
041,CHP,La Independencia,01/01/2022,
041,GRO,Malinaltepec,01/01/2022,
041,GUA,Uriangato,01/01/2022,
041,HID,Mixquiahuala de Juárez,01/01/2022,
041,JAL,Huejúcar,01/01/2022,
041,MEX,Ixtapan del Oro,01/01/2022,
041,MIC,Irimbo,01/01/2022,
041,NLE,Pesquería,01/01/2022,
041,OAX,Huautla de Jiménez,01/01/2022,
041,PUE,Cuautlancingo,01/01/2022,
041,SLP,Tanlajás,01/01/2022,
041,SON,Nacozari de García,01/01/2022,
041,TAM,Victoria,01/01/2022,
041,TLA,Papalotla de Xicohténcatl,01/01/2022,
041,VER,Coetzala,01/01/2022,
041,YUC,Kanasín,01/01/2022,
041,ZAC,El Salvador,01/01/2022,
042,CHH,Manuel Benavides,01/01/2022,
042,CHP,Ixhuatán,01/01/2022,
042,GRO,Mártir de Cuilapan,01/01/2022,
042,GUA,Valle de Santiago,01/01/2022,
042,HID,Molango de Escamilla,01/01/2022,
042,JAL,Huejuquilla el Alto,01/01/2022,
042,MEX,Ixtlahuaca,01/01/2022,
042,MIC,Ixtlán,01/01/2022,
042,NLE,Los Ramones,01/01/2022,
042,OAX,Ixtlán de Juárez,01/01/2022,
042,PUE,Cuayuca de Andrade,01/01/2022,
042,SLP,Tanquián de Escobedo,01/01/2022,
042,SON,Navojoa,01/01/2022,
042,TAM,Villagrán,01/01/2022,
042,TLA,Xicohtzinco,01/01/2022,
042,VER,Colipa,01/01/2022,
042,YUC,Kantunil,01/01/2022,
042,ZAC,Sombrerete,01/01/2022,
043,CHH,Matachí,01/01/2022,
043,CHP,Ixtacomitán,01/01/2022,
043,GRO,Metlatónoc,01/01/2022,
043,GUA,Victoria,01/01/2022,
043,HID,Nicolás Flores,01/01/2022,
043,JAL,La Huerta,01/01/2022,
043,MEX,Xalatlaco,01/01/2022,
043,MIC,Jacona,01/01/2022,
043,NLE,Rayones,01/01/2022,
043,OAX,Heroica Ciudad de Juchitán de Zaragoza,01/01/2022,
043,PUE,Cuetzalan del Progreso,01/01/2022,
043,SLP,Tierra Nueva,01/01/2022,
043,SON,Nogales,01/01/2022,
043,TAM,Xicoténcatl,01/01/2022,
043,TLA,Yauhquemehcan,01/01/2022,
043,VER,Comapa,01/01/2022,
043,YUC,Kaua,01/01/2022,
043,ZAC,Susticacán,01/01/2022,
044,CHH,Matamoros,01/01/2022,
044,CHP,Ixtapa,01/01/2022,
044,GRO,Mochitlán,01/01/2022,
044,GUA,Villagrán,01/01/2022,
044,HID,Nopala de Villagrán,01/01/2022,
044,JAL,Ixtlahuacán de los Membrillos,01/01/2022,
044,MEX,Jaltenco,01/01/2022,
044,MIC,Jiménez,01/01/2022,
044,NLE,Sabinas Hidalgo,01/01/2022,
044,OAX,Loma Bonita,01/01/2022,
044,PUE,Cuyoaco,01/01/2022,
044,SLP,Vanegas,01/01/2022,
044,SON,Onavas,01/01/2022,
044,TLA,Zacatelco,01/01/2022,
044,VER,Córdoba,01/01/2022,
044,YUC,Kinchil,01/01/2022,
044,ZAC,Tabasco,01/01/2022,
045,CHH,Meoqui,01/01/2022,
045,CHP,Ixtapangajoya,01/01/2022,
045,GRO,Olinalá,01/01/2022,
045,GUA,Xichú,01/01/2022,
045,HID,Omitlán de Juárez,01/01/2022,
045,JAL,Ixtlahuacán del Río,01/01/2022,
045,MEX,Jilotepec,01/01/2022,
045,MIC,Jiquilpan,01/01/2022,
045,NLE,Salinas Victoria,01/01/2022,
045,OAX,Magdalena Apasco,01/01/2022,
045,PUE,Chalchicomula de Sesma,01/01/2022,
045,SLP,Venado,01/01/2022,
045,SON,Opodepe,01/01/2022,
045,TLA,Benito Juárez,01/01/2022,
045,VER,Cosamaloapan de Carpio,01/01/2022,
045,YUC,Kopomá,01/01/2022,
045,ZAC,Tepechitlán,01/01/2022,
046,CHH,Morelos,01/01/2022,
046,CHP,Jiquipilas,01/01/2022,
046,GRO,Ometepec,01/01/2022,
046,GUA,Yuriria,01/01/2022,
046,HID,San Felipe Orizatlán,01/01/2022,
046,JAL,Jalostotitlán,01/01/2022,
046,MEX,Jilotzingo,01/01/2022,
046,MIC,Juárez,01/01/2022,
046,NLE,San Nicolás de los Garza,01/01/2022,
046,OAX,Magdalena Jaltepec,01/01/2022,
046,PUE,Chapulco,01/01/2022,
046,SLP,Villa de Arriaga,01/01/2022,
046,SON,Oquitoa,01/01/2022,
046,TLA,Emiliano Zapata,01/01/2022,
046,VER,Cosautlán de Carvajal,01/01/2022,
046,YUC,Mama,01/01/2022,
046,ZAC,Tepetongo,01/01/2022,
047,CHH,Moris,01/01/2022,
047,CHP,Jitotol,01/01/2022,
047,GRO,Pedro Ascencio Alquisiras,01/01/2022,
047,HID,Pacula,01/01/2022,
047,JAL,Jamay,01/01/2022,
047,MEX,Jiquipilco,01/01/2022,
047,MIC,Jungapeo,01/01/2022,
047,NLE,Hidalgo,01/01/2022,
047,OAX,Santa Magdalena Jicotlán,01/01/2022,
047,PUE,Chiautla,01/01/2022,
047,SLP,Villa de Guadalupe,01/01/2022,
047,SON,Pitiquito,01/01/2022,
047,TLA,Lázaro Cárdenas,01/01/2022,
047,VER,Coscomatepec,01/01/2022,
047,YUC,Maní,01/01/2022,
047,ZAC,Teúl de González Ortega,01/01/2022,
048,CHH,Namiquipa,01/01/2022,
048,CHP,Juárez,01/01/2022,
048,GRO,Petatlán,01/01/2022,
048,HID,Pachuca de Soto,01/01/2022,
048,JAL,Jesús María,01/01/2022,
048,MEX,Jocotitlán,01/01/2022,
048,MIC,Lagunillas,01/01/2022,
048,NLE,Santa Catarina,01/01/2022,
048,OAX,Magdalena Mixtepec,01/01/2022,
048,PUE,Chiautzingo,01/01/2022,
048,SLP,Villa de la Paz,01/01/2022,
048,SON,Puerto Peñasco,01/01/2022,
048,TLA,La Magdalena Tlaltelulco,01/01/2022,
048,VER,Cosoleacaque,01/01/2022,
048,YUC,Maxcanú,01/01/2022,
048,ZAC,Tlaltenango de Sánchez Román,01/01/2022,
049,CHH,Nonoava,01/01/2022,
049,CHP,Larráinzar,01/01/2022,
049,GRO,Pilcaya,01/01/2022,
049,HID,Pisaflores,01/01/2022,
049,JAL,Jilotlán de los Dolores,01/01/2022,
049,MEX,Joquicingo,01/01/2022,
049,MIC,Madero,01/01/2022,
049,NLE,Santiago,01/01/2022,
049,OAX,Magdalena Ocotlán,01/01/2022,
049,PUE,Chiconcuautla,01/01/2022,
049,SLP,Villa de Ramos,01/01/2022,
049,SON,Quiriego,01/01/2022,
049,TLA,San Damián Texóloc,01/01/2022,
049,VER,Cotaxtla,01/01/2022,
049,YUC,Mayapán,01/01/2022,
049,ZAC,Valparaíso,01/01/2022,
050,CHH,Nuevo Casas Grandes,01/01/2022,
050,CHP,La Libertad,01/01/2022,
050,GRO,Pungarabato,01/01/2022,
050,HID,Progreso de Obregón,01/01/2022,
050,JAL,Jocotepec,01/01/2022,
050,MEX,Juchitepec,01/01/2022,
050,MIC,Maravatío,01/01/2022,
050,NLE,Vallecillo,01/01/2022,
050,OAX,Magdalena Peñasco,01/01/2022,
050,PUE,Chichiquila,01/01/2022,
050,SLP,Villa de Reyes,01/01/2022,
050,SON,Rayón,01/01/2022,
050,TLA,San Francisco Tetlanohcan,01/01/2022,
050,VER,Coxquihui,01/01/2022,
050,YUC,Mérida,01/01/2022,
050,ZAC,Vetagrande,01/01/2022,
051,CHH,Ocampo,01/01/2022,
051,CHP,Mapastepec,01/01/2022,
051,GRO,Quechultenango,01/01/2022,
051,HID,Mineral de la Reforma,01/01/2022,
051,JAL,Juanacatlán,01/01/2022,
051,MEX,Lerma,01/01/2022,
051,MIC,Marcos Castellanos,01/01/2022,
051,NLE,Villaldama,01/01/2022,
051,OAX,Magdalena Teitipac,01/01/2022,
051,PUE,Chietla,01/01/2022,
051,SLP,Villa Hidalgo,01/01/2022,
051,SON,Rosario,01/01/2022,
051,TLA,San Jerónimo Zacualpan,01/01/2022,
051,VER,Coyutla,01/01/2022,
051,YUC,Mocochá,01/01/2022,
051,ZAC,Villa de Cos,01/01/2022,
052,CHH,Ojinaga,01/01/2022,
052,CHP,Las Margaritas,01/01/2022,
052,GRO,San Luis Acatlán,01/01/2022,
052,HID,San Agustín Tlaxiaca,01/01/2022,
052,JAL,Juchitlán,01/01/2022,
052,MEX,Malinalco,01/01/2022,
052,MIC,Lázaro Cárdenas,01/01/2022,
052,OAX,Magdalena Tequisistlán,01/01/2022,
052,PUE,Chigmecatitlán,01/01/2022,
052,SLP,Villa Juárez,01/01/2022,
052,SON,Sahuaripa,01/01/2022,
052,TLA,San José Teacalco,01/01/2022,
052,VER,Cuichapa,01/01/2022,
052,YUC,Motul,01/01/2022,
052,ZAC,Villa García,01/01/2022,
053,CHH,Praxedis G. Guerrero,01/01/2022,
053,CHP,Mazapa de Madero,01/01/2022,
053,GRO,San Marcos,01/01/2022,
053,HID,San Bartolo Tutotepec,01/01/2022,
053,JAL,Lagos de Moreno,01/01/2022,
053,MEX,Melchor Ocampo,01/01/2022,
053,MIC,Morelia,01/01/2022,
053,OAX,Magdalena Tlacotepec,01/01/2022,
053,PUE,Chignahuapan,01/01/2022,
053,SLP,Axtla de Terrazas,01/01/2022,
053,SON,San Felipe de Jesús,01/01/2022,
053,TLA,San Juan Huactzinco,01/01/2022,
053,VER,Cuitláhuac,01/01/2022,
053,YUC,Muna,01/01/2022,
053,ZAC,Villa González Ortega,01/01/2022,
054,CHH,Riva Palacio,01/01/2022,
054,CHP,Mazatán,01/01/2022,
054,GRO,San Miguel Totolapan,01/01/2022,
054,HID,San Salvador,01/01/2022,
054,JAL,El Limón,01/01/2022,
054,MEX,Metepec,01/01/2022,
054,MIC,Morelos,01/01/2022,
054,OAX,Magdalena Zahuatlán,01/01/2022,
054,PUE,Chignautla,01/01/2022,
054,SLP,Xilitla,01/01/2022,
054,SON,San Javier,01/01/2022,
054,TLA,San Lorenzo Axocomanitla,01/01/2022,
054,VER,Chacaltianguis,01/01/2022,
054,YUC,Muxupip,01/01/2022,
054,ZAC,Villa Hidalgo,01/01/2022,
055,CHH,Rosales,01/01/2022,
055,CHP,Metapa,01/01/2022,
055,GRO,Taxco de Alarcón,01/01/2022,
055,HID,Santiago de Anaya,01/01/2022,
055,JAL,Magdalena,01/01/2022,
055,MEX,Mexicaltzingo,01/01/2022,
055,MIC,Múgica,01/01/2022,
055,OAX,Mariscala de Juárez,01/01/2022,
055,PUE,Chila,01/01/2022,
055,SLP,Zaragoza,01/01/2022,
055,SON,San Luis Río Colorado,01/01/2022,
055,TLA,San Lucas Tecopilco,01/01/2022,
055,VER,Chalma,01/01/2022,
055,YUC,Opichén,01/01/2022,
055,ZAC,Villanueva,01/01/2022,
056,CHH,Rosario,01/01/2022,
056,CHP,Mitontic,01/01/2022,
056,GRO,Tecoanapa,01/01/2022,
056,HID,Santiago Tulantepec de Lugo Guerrero,01/01/2022,
056,JAL,Santa María del Oro,01/01/2022,
056,MEX,Morelos,01/01/2022,
056,MIC,Nahuatzen,01/01/2022,
056,OAX,Mártires de Tacubaya,01/01/2022,
056,PUE,Chila de la Sal,01/01/2022,
056,SLP,Villa de Arista,01/01/2022,
056,SON,San Miguel de Horcasitas,01/01/2022,
056,TLA,Santa Ana Nopalucan,01/01/2022,
056,VER,Chiconamel,01/01/2022,
056,YUC,Oxkutzcab,01/01/2022,
056,ZAC,Zacatecas,01/01/2022,
057,CHH,San Francisco de Borja,01/01/2022,
057,CHP,Motozintla,01/01/2022,
057,GRO,Técpan de Galeana,01/01/2022,
057,HID,Singuilucan,01/01/2022,
057,JAL,La Manzanilla de la Paz,01/01/2022,
057,MEX,Naucalpan de Juárez,01/01/2022,
057,MIC,Nocupétaro,01/01/2022,
057,OAX,Matías Romero Avendaño,01/01/2022,
057,PUE,Honey,01/01/2022,
057,SLP,Matlapa,01/01/2022,
057,SON,San Pedro de la Cueva,01/01/2022,
057,TLA,Santa Apolonia Teacalco,01/01/2022,
057,VER,Chiconquiaco,01/01/2022,
057,YUC,Panabá,01/01/2022,
057,ZAC,Trancoso,01/01/2022,
058,CHH,San Francisco de Conchos,01/01/2022,
058,CHP,Nicolás Ruíz,01/01/2022,
058,GRO,Teloloapan,01/01/2022,
058,HID,Tasquillo,01/01/2022,
058,JAL,Mascota,01/01/2022,
058,MEX,Nezahualcóyotl,01/01/2022,
058,MIC,Nuevo Parangaricutiro,01/01/2022,
058,OAX,Mazatlán Villa de Flores,01/01/2022,
058,PUE,Chilchotla,01/01/2022,
058,SLP,El Naranjo,01/01/2022,
058,SON,Santa Ana,01/01/2022,
058,TLA,Santa Catarina Ayometla,01/01/2022,
058,VER,Chicontepec,01/01/2022,
058,YUC,Peto,01/01/2022,
058,ZAC,Santa María de la Paz,01/01/2022,
059,CHH,San Francisco del Oro,01/01/2022,
059,CHP,Ocosingo,01/01/2022,
059,GRO,Tepecoacuilco de Trujano,01/01/2022,
059,HID,Tecozautla,01/01/2022,
059,JAL,Mazamitla,01/01/2022,
059,MEX,Nextlalpan,01/01/2022,
059,MIC,Nuevo Urecho,01/01/2022,
059,OAX,Miahuatlán de Porfirio Díaz,01/01/2022,
059,PUE,Chinantla,01/01/2022,
059,SON,Santa Cruz,01/01/2022,
059,TLA,Santa Cruz Quilehtla,01/01/2022,
059,VER,Chinameca,01/01/2022,
059,YUC,Progreso,01/01/2022,
