c_Colonia,c_CodigoPostal,Nombre del asentamiento
18,25017,Morelos
18,26517,Domingo Estrada
18,27054,Privadas de Santa Fe
18,28219,Los Ciruelos
18,29010,Magisterio 2000
18,29328,Rasién
18,29685,Candelaria
18,29902,El Progreso
18,29952,La Reforma
18,30172,San Miguel los Altos
18,30540,Los Mangos
18,31524,San Gabriel
18,32280,Azteca
18,32902,La Calera
18,33644,Tortuguillas
18,33950,El Malpáis Dos
18,34018,Ángel Tejada Espino
18,36259,Tirio
18,36483,Charco Prieto
18,36845,San Francisco de la Cruz
18,36998,San Antonio Buenavista
18,37178,Valle Jacarandas
18,37615,Ojo de Agua de San Miguel (El Coyote)
18,37806,El Agave
18,37867,Cruz Blanca
18,37927,El Jabonero
18,37967,San Francisco del Álamo
18,38114,Villas de Santa Rita
18,38255,El Venado
18,38485,Predio San José (Alfonso Ortega Nieto)
18,38496,El Saucito
18,38796,Puerta de Santa Lugarda
18,42014,Nueva Estrella
18,42184,FSTSE
18,45200,Real de las Lomas
18,45408,Huertas del Valle
18,45654,Villa Esmeralda
18,46025,Cuesta de Yugos
18,46072,El Chalate (Los Chalates)
18,46120,Izolta
18,51346,La Cumbre
18,51588,El Guitarratel
18,55070,Colonial Ecatepec
18,58020,Ventura Puente
18,58436,Chupícuaro
18,58495,Cieneguita
18,58763,La Tanda
18,58886,La Colmena (El Garbanzo)
18,58949,El Zapote (El Zapote Bajo)
18,58974,La Arpita
18,58993,Las Trampas
18,59027,La Aurora
18,59170,Jardín Cumuatillo
18,59205,Las Casitas
18,59400,San Joaquín
18,59467,Santa Eduwiges (La Hacienda)
18,59578,Los Ceja
18,59617,Los Naranjos de Castilla
18,59965,Rodeo del Pinal
18,60280,Santa Cruz
18,60297,Santo Tomás Segundo
18,60378,Fundación los Reyes 1594
18,60440,Loma Verde
18,60490,San Mateo
18,60553,Abrevadero
18,60710,Solidaridad
18,60794,Cueramo Alto
18,60804,El Zapotal
18,60824,El Chico
18,60840,Los Uvalanes
18,60894,Barranca de las Huertas
18,60917,El Huje
18,60927,Dos Claveles
18,60980,Cuauhtémoc
18,61014,El Toro
18,61211,Paraíso
18,61277,Corral de las Ardillas
18,61282,Chupio
18,61294,Hacienda de San Antonio (Segunada de San Antonio)
18,61304,El Vado
18,61335,Cruz de Ocote
18,61374,Copándaro
18,61417,Las Jaras
18,61438,El Potrero del Paso
18,61458,Del Tejocote
18,61487,Cuatro Ojos
18,61525,El Capulín
18,61543,Ceiba Prieta
18,61580,La Parota
18,61595,El Llano del Conejo
18,61675,Petembo Viejo
18,61696,Arroyo la Huerta (La Barranca)
18,61734,Estación Raguizával
18,61752,Oval (El Uval)
18,61812,Caratzitumbio
18,61830,Morelos
18,61887,El Potrero Grande
18,61910,El Manguito
18,61927,Coyol de los Gómez
18,61952,Cuaro
18,61998,La Garra
18,63030,Lomas de La Cruz Sutse
18,63414,Las Palmitas
18,63568,Palmar de Cuautla
18,63583,Los Suspiros
18,63703,Guayabal
18,63732,Residencial Los Mangos
18,64040,Deportivo Obispado
18,66023,Mitras Bicentenario Sector Reforma
18,66084,Portal de San Francisco
18,66626,VYNMSA Aeropuerto Apodaca Industrial Park
18,67276,Sol Residencial
18,68010,Revolución
18,69008,Rancho Ramírez
18,70403,Pueblo Viejo
18,71233,Primavera
18,71267,Yarechi
18,71308,Carrizal Yucucundo
18,71333,San Cristóbal
18,71366,El Limonar
18,71373,Llano Ratón
18,71382,Río Humo
18,71388,La Cofradía
18,71399,La Estancia
18,71407,Rancho Mis Tres Amores
18,71425,El Mangalito
18,72020,Francisco Villa
18,76020,Diligencias
18,76558,Culebras
18,76618,Bomintzá
18,76694,Hacienda el Charcón
18,76820,El Carmen
18,76920,Sección suroeste de Colinas Santa Bárbara
18,76965,Guadalupe Segundo Fracción Tres
18,77015,Industrial
18,77539,Real Valencia
18,78038,Tlaxcala
18,78463,Ejido los Rodríguez (Potrero el Chaparral)
18,78536,Ejido Victoria San Manuel
18,78564,El Garabato
18,78880,El Llano del Lobo
18,78935,El Charco Verde
18,79023,Las Palmas
18,79374,El Tejocote
18,79396,El Alazán
18,79676,El Salitre
18,79693,El Caracol
18,80013,Universitaria
18,80537,Boca de Arroyo
18,80757,Lo de Garza
18,80953,El Rosario (Chayo)
18,81101,Campo Bórquez
18,81535,Gustavo Díaz Ordaz
18,81632,Chumpilihuiztle
18,81764,Chicuras
18,81943,Las Bayas
18,82658,La Guásima
18,82755,Aguapepe
18,82920,Acatitán
18,83040,El Mariachi
18,83396,Las Praderas
18,83513,Tsunami
18,84195,Parcela Bórquez
18,84326,Buenavista
18,84397,El Jaralito
18,84517,La Cieneguita
18,85280,Laura Alicia Frías López Nogales
18,85423,Fuente de Piedra
18,85523,La Aguilita
18,86019,Villa de las Flores
18,86238,Cantemoc 1ra. Sección
18,86495,Santa Isidra
18,88145,Nueva España
18,90080,Del Maestro
18,90287,El Carmen
18,91015,Niños Héroes
18,94303,Aulicaba
18,94542,Álamos
18,95094,Los Alfaro
18,95346,La Barranca
18,95413,El Mirador
18,95470,Boca de San Miguel
18,95609,El Zapotal
18,95677,San Martín
18,96904,Rancho Nuevo Carrizal
18,96933,El Arrozal
18,96998,Francisco I. Madero
18,97210,Tanlum
18,97370,Los Pinos de Mulchechen
18,98513,San Benito (Sector Felipe Ángeles)
18,98605,Real de San Gabriel
18,98666,Huertillas (Las Huertillas)
19,1070,Chimalistac
19,20020,Las Arboledas
19,20909,Villas del Sol
19,21060,Anáhuac
19,22666,Las Villas Santa Fe
19,22790,Vista del Valle
19,23018,Reforma I
19,24020,La Ermita
19,24205,Ribera del Playón
19,24344,El Calabozo
19,24372,Emiliano Zapata
19,25019,Cerritos
19,26507,Domingo Rodríguez
19,27110,Residencial los Llanos
19,28016,Lomas Vistahermosa
19,28219,Rinconada del Valle
19,29010,Nueva Reforma
19,29323,Lomho I
19,29684,Cerro Blanco
19,29902,Emiliano Zapata (La Preciosa)
19,29952,Santo Ton
19,30172,San Pablo Yalmutz
19,30546,Villahermosa
19,31146,Quinta San Miguel
19,31512,Quintas Mariana
19,32576,Bilbao (Hacienda de las Torres Universidad)
19,32945,Emiliano Zapata (San Ignacio)
19,33633,Tres Hermanos
19,33950,El Malpáis Uno
19,34019,Lázaro Cárdenas
19,36480,Charco Prieto Primera Sección
19,36515,Centenario
19,36997,San Antonio de Eguía (El Ranchito)
19,37550,San Alfonso
19,37603,Trojes de Aguirre
19,37804,Compositores
19,37877,Cuatro Esquinas
19,37924,El Jaralito
19,37966,San Jerónimo del Mezquital
19,38016,Prados el Naranjal
19,38256,El Zúñiga (Los Pinos)
19,38488,Rancho Hernández
19,38495,El Tecolote (Cerrito de Hierbas)
19,38797,Puerta del Sol (Llano Largo)
19,39010,PPS
19,42185,Privada Don Francisco
19,44200,Artesanos
19,45200,Residencial Tesistán
19,45410,Buena Mirada
19,45650,La Roca
19,46022,El Carrizal
19,46083,El Tesorero
19,46114,Juanacatic
19,51340,Real de Arriba
19,51580,El Limo
19,55020,La Monera
19,58030,Morelos
19,58436,El Cárcamo
19,58493,Codallos
19,58763,Villa Ruiz
19,58887,Ampliación Jamaica
19,58949,El Zapote Alto
19,58977,La Cruz (Loma de la Cruz)
19,58993,Mi Ranchito
19,59100,Loma Bonita
19,59168,Casa Blanca
19,59203,Negrete (La Estación de Negrete)
19,59466,Zipaquío
19,59577,Tarimoro
19,60280,Tzipicu
19,60297,Santos Reyes
19,60378,La Concordia
19,60440,Los Cerritos
19,60490,San Miguel
19,60554,Álvaro Obregón
19,60710,Tecnológico
19,60783,El Carrizo
19,60806,La Escondida
19,60825,El Churén
19,60840,Tu Casa
19,60874,Barranca del Agua
19,60905,El Lindero
19,60980,El Cerrito
19,61006,Emiliano Zapata (Pueblo Nuevo)
19,61211,Teocalli
19,61255,Jesús del Monte
19,61286,El Colorín (Seis de Junio)
19,61295,La Capilla de Ocotlán
19,61328,El Violín
19,61344,El Aguacate
19,61393,Cuarangueo
19,61414,Manzana de la Trinidad (La Junta)
19,61446,El Sabinal
19,61458,La Barbacoa
19,61487,El Arenal
19,61525,El Capulín (Tercera Manzana de Crescencio Morales)
19,61544,Ceibas del Pilón Chico
19,61578,Las Camelinas
19,61597,El Ocote Torcido
19,61654,La Luz
19,61684,Bapácuaro
19,61745,La Cortina
19,61752,San Joaquín
19,61813,Carrizalillo de Chuén
19,61830,Obrera (Popular)
19,61894,El Salitrillo
19,61918,El Ojo de Agua de Cuispio
19,61937,Cuirindalillo
19,61945,El Aguacate
19,61993,La Herradura (La Ciénega)
19,62040,Miguel Hidalgo
19,63030,San José
19,63410,La Higuerita Nueva (El Carrizo)
19,63565,San Miguel Número Dos (El Quemado)
19,63596,El Mezquite
19,63702,Luis Donaldo Colosio
19,63732,Palma Residencial
19,64040,Maria Luisa
19,66009,Los Encinos Residencial
19,66083,VYNMSA Escobedo Industrial Park II
19,66606,Katavia Residencial
19,67255,Mirador San Antonio
19,68280,Ejido Guadalupe Victoria
19,69008,Rancho Reyes
19,70403,Rancho Blanco
19,71233,Olimpica
19,71306,Cerro Brujo
19,71334,Santa Bárbara
19,71367,El Tule
19,71374,Loma Tigre
19,71382,Río Miel
19,71388,La Huichicata
19,71397,La Laguna
19,71408,Rancho Palo de Lumbre
19,71427,El Nido
19,72020,Pino Suárez
19,76020,El Cortijo
19,76575,El Bordo
19,76618,Loma de Casa Blanca
19,76665,La Sala
19,76820,Ampliación Loma Linda
19,76913,Camino Real
19,76984,El Zorrillo (Santa Cruz)
19,77016,Leona Vicario
19,77519,Paseos del Mar
19,78143,Potosí Río Verde
19,78473,Ejido Milpillas
19,78537,El Carmen
19,78567,El Huizachal
19,78885,El Murciélago
19,78935,El Charquillo
19,79082,Leonardo Rodríguez Alcaine
19,79376,Huerta de la Redonda
19,79396,El Charco
19,79677,Finca la Esperanza (Potrero el Apeloteado)
19,79694,El Cerro (San José del Palmito)
19,80014,Agrarista Mexicana
19,80606,La Boca
19,80733,Los Mimbritos
19,80928,Chicorato
19,81101,Agua Blanca
19,81535,Toro Manchado
19,81632,El Cachorón (La Esmeralda)
19,81756,La Estancia de Baymena
19,82642,Agua Caliente de Jacobo
19,82758,La Bebelama
19,82923,La Ciénega
19,83393,Los Chinos
19,83516,Unión King
19,84195,Parcela de Rosendo Hernández
19,84325,Cañada de las Sandías (Las Delicias)
19,84397,El Leoncito
19,84515,La Labor
19,85280,Leobardo Ibarra Gandara
19,85423,Las Acacias
19,85520,La Candelaria
19,86233,San Isidro 2da. Sección
19,86486,Las Esperanzas
19,87018,Praderas de  Victoria
19,88177,Nueva Victoria
19,90090,Loma Bonita
19,90287,Agua Escondida
19,91016,Ruben R Jaramillo
19,94344,Omiquila
19,95083,Los Chacones
19,95347,La Guadalupe
19,95420,El Pedregal
19,95479,Boca del Barco (Boca de San Juan)
19,95625,General Guadalupe Victoria
19,95687,Un Rincón de Santiago
19,96934,Chichonal
19,96998,Río Azul (Licenciado Rafael Murillo Vidal)
19,97312,Los Faisanes de Tixcacal
19,97370,Puerta Esmeralda
19,98040,Bancomer
19,98513,La Sauceda
19,98612,Rinconada del Edén
19,98666,San Isidro
20,20020,Villas de San Francisco
20,20909,Valle de Margaritas
20,21060,Constituyentes
20,22930,Cachanilla
20,23018,Reforma II
20,24020,San Joaquín
20,24207,Río Blanco
20,24333,El Capulín
20,24368,Herradero
20,25019,Conquistadores
20,26513,El Campamento
20,27107,Andares
20,28017,Bugambilias
20,28219,Conjunto Primaveras
20,29010,Renovación
20,29336,Monte Bonito
20,29902,Francisco Villa
20,29952,Taniperla
20,30172,Santa Ana el Primor
20,30540,Las Anonas
20,31313,Paseo de los Leones
20,32594,Boca del Río
20,32945,La Chiripa
20,33633,Tres Hermanos
20,33944,El Manantial
20,34020,Benjamín Méndez
20,36089,Nuevo Guanajuato
20,36494,Chupadero
20,36670,Pontevedra
20,36997,San Cristóbal de Ayala
20,37295,Fuentes del Valle
20,37606,Cerrito de los Hernández
20,37804,El Mirador
20,37876,Cuatro Esquinas
20,37925,El Maguey Blanco
20,37967,San Vicente
20,38016,Puesta del Sol
20,38257,El Zapote (La Nopalera)
20,38488,San Antonio
20,38496,Estación de Cortazar
20,38796,Rancho el Moral (Fernando Ríos)
20,39010,Santa Fe
20,42015,Asta Bandera
20,42182,El Huizachal
20,44200,El Santuario
20,45200,Villas de Santa Lucía
20,45406,Jacarandas
20,45640,El Cortijo
20,46022,El Cedro
20,46063,El Venado
20,46114,La Boquilla
20,51340,Rincón de San Andrés
20,51587,El Llano
20,56509,Conjunto la Paz
20,58330,Jardín de la Montaña
20,58436,Kutzaro
20,58499,Coronillas
20,58763,El Cerrito
20,58887,El Zapote
20,58964,La Joya
20,58977,La Herradura
20,58983,Ojo de Agua Chico (Ojo de Agua Chiquito)
20,59100,Lomas del Valle Uno
20,59168,Cerrito de los Puercos
20,59373,Tecnológico
20,59577,Tumbiscato
20,60284,Emiliano Zapata
20,60295,El Bosque
20,60376,Ampliación los Manantiales
20,60440,Los Fresnitos
20,60490,Santo Santiago
20,60554,Canoítas
20,60714,Galeana
20,60765,El Marfil
20,60806,La Mojonera
20,60828,El Derrumbadero
20,60840,Moreno Figueroa
20,60874,Barranca del Cuasuchil
20,60914,El Paraíso
20,60980,Emiliano Zapata
20,61014,Ex-Hacienda la Paz
20,61246,Agua Azul
20,61273,El Aguaje (Cuartel Aguaje)
20,61284,Concharrás
20,61295,La Lagunita
20,61312,Entrada a las Mesas (El Zapote)
20,61355,El Anono Chino
20,61377,El Añil
20,61416,Primera Manzana de Nicolás Romero (Los Mimbres)
20,61434,El Salitre
20,61467,La Cantera
20,61483,El Barro
20,61529,El Derrumbadero
20,61550,Cerrillal
20,61583,Las Ceibillas
20,61597,El Paso
20,61677,San Juan Tecario
20,61698,Barbechitos
20,61745,La Desviación (La Desviación de Casilda)
20,61753,San Juan
20,61803,Chapa Viejo
20,61830,Ramírez
20,61895,El Salitrillo
20,61904,El Palmar
20,61924,El Aguacate
20,61970,El Ancón
20,61997,La Magueyera (Barrio de las Flores)
20,62050,Benito Juárez (Centro)
20,63403,Las Higueras
20,63557,El Papalote
20,63596,Las Palomas
20,63702,Alto
20,63732,Flamingos
20,64049,Exseminario
20,66003,Praderas de Lincoln
20,66647,Bosque Boreal
20,68010,Sauces
20,69008,San Nicolás Tabernillas
20,70403,La Primavera
20,71233,20 de Noviembre
20,71307,Chamizal
20,71368,El Vidrio
20,71372,Morelos
20,71382,Río Santiago
20,71387,La Independencia
20,71399,La Mesa
20,71406,Rancho Quemado
20,71413,El Obispo
20,72020,San José Cuatro Caminos
20,76020,Jardines de Querétaro
20,76570,San José Carrizal
20,76618,El Puertecito (Zapote de los Uribe)
20,76665,El Cerrito
20,76814,Ampliación la Loma
20,76913,Vanegas
20,76998,El Sauz
20,77016,Martínez Ross
20,77517,"Villas del Mar ""Plus"""
20,78040,Hidalgo
20,78473,El Arbolito
20,78530,El Consuelo
20,78566,El Jordán
20,78895,El Paisano
20,78936,El Charquito
20,79050,Lomas del Mirador
20,79373,La Casa de la Piedra
20,79393,El Derramadero
20,79677,Gabriel Martínez Segura
20,79697,El Charco del Venado
20,80014,Buena Vista
20,80606,Las Calabazas
20,80774,Los Mimbres de Quiroz
20,80875,Los Chinos
20,81101,Las Moritas
20,81530,El Alto
20,81635,El Ebanito
20,81717,El Rancho
20,82613,El Sesteadero
20,82758,Crucero de la Cruz
20,82923,Rincón del Chilar
20,83050,El Ranchito
20,83393,Los Chinos de Abajo (El Pocito)
20,83515,El Bordo
20,84195,Parcela Delgado
20,84325,Carretillas
20,84395,El Medio
20,84516,Las Hornillas
20,85287,Luis Donaldo Colosio
20,85423,Villa Zarina
20,85524,La Casita de Campo
20,86020,El Recreo
20,86238,Chicozapote
20,86547,5 de Mayo
20,87019,Burócratas Municipales II
20,88285,Parque Industrial Oradel
20,90287,Ramón Contreras
20,91017,Rafael Hernández Ochoa
20,94363,Santa María de Guadalupe
20,95086,Manantiales de los Altos
20,95348,La Herradura
20,95423,El Roble
20,95479,Bodeguillas
20,95623,Arroyo San Pedro
20,95679,Las Flores
20,96944,General Ignacio Zaragoza (Las Quinientas)
20,96997,El Rincón
20,97080,La Huerta
20,97370,La Ceiba
20,98040,Lázaro Cárdenas
20,98513,Las Amarradas (Hilario Alvarado Medina)
20,98604,Nuevo Mercurio
20,98666,Corralillo
21,20029,Villas de La Universidad
21,20909,Saturnino Herran
21,21060,Josué Molina
21,22890,Valle Dorado Sección Lagos
21,24020,Santa Lucia
21,24204,Rivera de la Viuda
21,24345,El Cayuco
21,24357,Ignacio Magdaleno
21,25020,Provivienda
21,26510,El Consuelo
21,27277,Campiñas Romanas
21,28017,Colinas de Santa Bárbara
21,28239,Lomas de Gregorio Figueroa
21,29010,Villa San Marcos
21,29329,Chiotic
21,29902,Guadalupe
21,29938,El Prado Pacayal
21,30172,Santa Rita el Vergel
21,31150,Pedregal del Real
21,32563,Bosques Residencial
21,32945,La Otra Banda
21,33637,Tres Marías
21,33950,El Milagro
21,34020,Guadalupe
21,36090,Pastita
21,36484,Colonias de San Isidro
21,36633,Bellas Artes
21,36998,Zapotito de Mancilla
21,37109,Villas del Pedregal
21,37606,San Antonio (San Antonio de Jesús María)
21,37806,Fracción Ejido Dolores
21,37876,Doña Santos
21,37923,El Mezquital
21,37967,Santa Cruz
21,38115,Palma Mallorca
21,38255,Encinillas Segunda Fracción
21,38487,San Martín
21,38495,Flores Mendoza (Segunda Fracción San Ignacio)
21,38797,Rancho Escondido
21,39010,Sedue
21,42015,El Porvenir
21,42184,Campestre Villas del Álamo (FOVISSSTE)
21,44200,Capilla de Jesús
21,45200,Vistas de Tesistán
21,45406,Rinconada Paraíso
21,45654,Belcanto
21,46029,El Sabino
21,46070,Guamuchilillo
21,46127,La Ciénega de los Márquez (La Ciénega)
21,51345,El Varal
21,51578,El Mango
21,58350,Lartesi
21,58423,Tzirandangatzio
21,58487,Cuacurio de los Yanes
21,58763,Las Ranas
21,58880,Villa Natura
21,58957,La Joya (Joya de los Capulines)
21,58973,La Soledad
21,58983,Ojo de Agua Grande
21,59100,Campestre la Presa
21,59167,Cerrito de Pescadores (El Tepetate)
21,59386,Lienzo Charro
21,60282,El Padre
21,60294,Parangüitiro
21,60376,Manantiales
21,60440,Los Fresnos
21,60490,Viveros
21,60564,Colomo del Bule
21,60736,La Alberca
21,60793,El Semental
21,60814,La Peña
21,60824,El Garbanzo
21,60840,Prados Verdes
21,60874,Barranca del Mamey
21,60908,El Parotal
21,60980,Independencia
21,61007,Ex-Hacienda Salitrillo
21,61235,Agua Bendita
21,61275,El Bordo (Los Carrillos)
21,61285,Cristo Rey
21,61295,La Loma
21,61312,Los Girasoles
21,61344,El Banco
21,61396,El Aguacate
21,61416,Segunda Manzana de Nicolás Romero (Cañada del Muer
21,61446,El Salitre
21,61455,La Ciénega
21,61473,El Carrizo
21,61539,El Escobal (Tercera Manzana de San Miguel)
21,61550,Cimientillos
21,61578,Las Mesitas
21,61592,El Plátano
21,61677,San Rafael Tecario (El Poblado)
21,61696,Barranca Honda
21,61732,Las Cuatas
21,61756,Tierras Coloradas
21,61816,Choro
21,61830,Veronica López
21,61896,El Tarepe
21,61913,El Palmito
21,61929,El Aguacate
21,61957,El Anono
21,61996,La Quiringucua
21,62050,Las Palmas
21,63035,Jardines del Valle
21,63407,El Duraznito
21,63570,La Guinea
21,63596,La Mesa
21,63705,Santa Ana
21,63739,El Carrizo
21,64050,Jardín
21,66003,Privadas de Lincoln
21,66610,Los Murales
21,68016,Vista Hermosa
21,69009,Señor de los Corazones
21,70404,Las Palmas
21,71233,La Florida
21,71306,Culebrón
21,71368,El Zapote
21,71374,Ocote
21,71382,Río Tigre
21,71388,La Lucerna
21,71399,La Pitiona
21,71407,Reyes Zárate Ibáñez
21,71415,El Pescador
21,72029,San Rafael Poniente
21,76020,La Cruz
21,76575,El Baratillo
21,76618,Laguna de Álvarez
21,76693,San José de los Trejo (Las Adelitas)
21,76843,San Martín
21,76910,San Jerónimo
21,76964,Puerta del Tepozán
21,77017,Ley Federal de Agua
21,77519,Monte Real
21,78040,Rinconada de Santiago
21,78467,El Bravo
21,78536,El Espíritu
21,78566,El Magueyal
21,78885,El Plan
21,78934,El Clérigo (Miguel Rivera Banderas)
21,79083,Morales
21,79370,La Cieneguita
21,79396,El Duraznillo
21,79677,Huerta de Alfredo Martínez
21,79696,El Chupadero
21,80014,Rosario Uzarraga
21,80636,La Calera
21,80754,Palmar de los Ceballos
21,80853,El Encinal
21,81101,Agua Blanca
21,81525,El Guayacán
21,81639,Juan de la Barrera Número Dos
21,81764,El Cojinillo
21,82613,El Pueblito
21,82764,La Papalota
21,82925,Piedras Negras (Piedras Prietas Guasimillas)
21,83060,Los Naranjos
21,83393,Los Chinos de Arriba
21,83516,Pozas de Arvizu (La Reserva)
21,84195,Parcela Escolar
21,84325,Cerro Blanco
21,84393,El Molino
21,84513,Las Reynas
21,85280,Nueva Reubicación
21,85507,Adolfo de la Huerta
21,85536,La Choya Dos
21,86020,Framboyanes
21,86246,Libertad 2da. Sección
21,86490,El Carmen
21,88177,Praderas del Mezquital
21,90100,El Mirador
21,90288,Jagüey Seco
21,95080,Maravillas (Los Quiaguas)
21,95346,La Loma
21,95423,El Saladero
21,95468,Buenos Aires
21,95628,Nuevo Raya Caracol (Zanja Seca)
21,96998,Rafael Murillo Vidal
21,97088,Santa Cecilia
21,97370,Pedregales del Oriente
21,98040,Lomas de La Soledad
21,98513,Nueva Colonia Francisco I. Madero
21,98604,Valle de los Encinos
21,98667,Santa Cruz de Sierra Fría
22,1080,Progreso Tizapan
22,20030,El Sol
22,20909,Los Vázquez
22,21070,Balbuena
22,22785,Chapultepec II Polígono III
22,23019,Policentro Palmira
22,24085,Altamira
22,24205,San Agustín
22,24344,El Chechenal
22,24366,La Constancia
22,26513,El Huizache
22,27277,Perla del Oriente
22,28017,Jardines Vista Hermosa
22,28239,Loma Alta
22,29014,Canteras
22,29323,Tzalatom
22,29902,Independencia
22,29952,Venustiano Carranza
22,30172,Tierra Blanca
22,31205,Rinconada Taurina
22,32560,Cerrada de Tarso
22,32945,El Edén Uno
22,33637,Tres Pinos
22,33943,El Milagro
22,34020,Rosas del Tepeyac
22,36100,Silao Centro
22,36483,Cuatro Caminos
22,36625,Diamante Residencial
22,36994,Villas de las Flores
22,37359,Loma Dorada
22,37606,El Tepozán de Santa Rita
22,37803,Gladiolas
22,37874,Efraín Méndez Moncada
22,37927,El Milagro
22,37964,1o. de Diciembre
22,38115,Onzze Madera
22,38257,Esteban Luna Luna
22,38487,San Ramón
22,38493,Granja Jardines
22,38795,Rancho los Santos
22,39010,Villas Silvestre
22,42015,La Cruz
22,42184,Unión Chacón
22,45200,Campestre Las Palomas
22,45406,Rincón del Paraíso
22,45650,La Fortuna
22,46014,El Terrero
22,46074,Huanco de Cohamiata
22,46115,La Cofradía
22,51324,Hoyos de Vázquez
22,51575,El Manguito
22,58040,Felicitas del Río
22,58485,Cuesta de las Vigas
22,58764,El Taray
22,58893,Verónica López
22,58946,La Parra (El Naranjo)
22,58974,La Yerbabuena
22,58994,Palo Grueso (La Troja)
22,59100,Bosque de las Lomas
22,59167,Cerro la Isla
22,59375,Las Jacarandas
22,60286,Santo Santiago
22,60376,El Manantial
22,60440,Magisterial
22,60496,Agua Blanca
22,60565,Ejido la Palma (Los Mojos)
22,60754,La Clavellina
22,60778,El Tepehuaje
22,60807,La Vainilla
22,60823,El Guasimal
22,60840,Ricardo Torres Gaytán
22,60877,Barranca del Potrero (El Higueral)
22,60914,El Pimientillo
22,60980,La Huerta
22,61006,Ex-Hacienda San Miguel
22,61228,Agua Blanca
22,61279,El Botín
22,61282,El Azafrán
22,61294,La Torre
22,61324,Kilómetro Veintitrés
22,61367,El Buey
22,61395,El Algodón
22,61416,Segundo Cuartel de Rondanilla
22,61444,El Terrero (Paso del Muerto)
22,61464,Los Cedros
22,61480,El Cirián
22,61539,El Gigante
22,61548,Cuaulote
22,61575,Ojo de Agua
22,61597,El Potrero
22,61657,San Vicente Cofradía
22,61690,Bejucal
22,61747,Tequecarán
22,61804,Chumaro
22,61830,Víctor Rosales
22,61884,La Cañada del Huaricho
22,61907,El Palo Blanco
22,61927,El Aguacatillo
22,61964,El Bejuco (Los Bejucos)
22,61997,Las Huitzucatas (El Terrero Blanco)
22,62374,Villas Deportivas
22,63385,El Manguito
22,63403,El Vigal
22,63584,El Limón
22,63704,De Chila
22,63737,Tulipanes
22,64050,Jardines del Cerro
22,66035,Cumbres San Patricio
22,66630,Vellanía Residencial
22,68280,El Bajío (Rancho Guadalupe Victoria)
22,68285,Nuevo México
22,69008,Tabaco
22,70404,Villa de María Elena
22,71233,San José Comunal
22,71307,El Manzanito
22,71368,Huazolotitlán
22,71374,Ojo de Agua
22,71382,Río Yerba
22,71388,La Mesilla
22,71398,Las Hojas
22,71409,Tiracoz
22,71424,El Pocito
22,72030,San Felipe Hueyotlipan
22,76020,Pathé
22,76553,Palo Grande
22,76618,Mesa de Chagoya
22,76664,Ejido Arroyo Colorado (Familia Glz. Reséndiz)
22,76845,Prados de San Juan Bautista
22,76910,Terranova
22,76958,El Peral
22,77017,SAHOP
22,77527,San Martín Caballero
22,78398,Villaverde
22,78466,El Carrillo
22,78530,El Jobián
22,78566,El Oreganal
22,78894,El Puerto de la Clavellina
22,78930,El Colgado
22,79050,Nelly Zulaiman
22,79374,La Máscara
22,79396,El Mirador
22,79677,Huerta de Benito Martínez
22,79695,El Encantado
22,80614,La Caña
22,80734,El Palmarito
22,80846,Boca de Guamúchil
22,81101,Agua Blancona
22,81500,La Víbora
22,81640,Cerro Segundo
22,81764,El Carrizo de los Torres
22,82613,San José del Favor
22,82770,Buenos Aires
22,82925,Güillapa
22,83287,Real del Carmen  V
22,83390,Mayén
22,83457,La Mesa
22,84195,Rancho RH (Parcela Robles)
22,84325,Cerro Colorado
22,84394,El Nogal
22,84513,Los Hoyos (Colonia Sur)
22,85280,Nueva Tosalicarit
22,85503,Costa del Mar
22,85523,La Escondida (Agua Caliente)
22,86235,Chicozapote
22,86290,Villa el Cielo
22,86490,El Carrizal
22,87019,La Libertad
22,88274,Río Bravo
22,90100,Ocotlán
22,90288,San Isidro
22,95094,Miramar
22,95347,La Pajita
22,95422,Estación Cocuite
22,95468,Bugambilia
22,95600,Solidaridad
22,96998,Vidal Díaz Muñoz
22,97089,Cupules
22,97370,Las Palmas Yucatán
22,98045,Caminera
22,98514,La Dientona (Los Cuates)
22,98652,Santa Cecilia
22,98667,El Salto Prieto
23,20030,Gremial
23,20908,Punta Norte
23,21070,Zacatecas
23,23020,Colina de La Cruz
23,24023,Fidel Velásquez
23,24207,San Carlos
23,24342,El Diamante
23,24367,La Fe
23,25020,San Ramón
23,26510,El Huracán
23,27422,Sendas del Bosque
23,28017,Las Palmas
23,28239,Primavera
23,29014,Loma Real
23,29333,Corralito
23,29902,Jesús Nazareno
23,29954,Emiliano Zapata
23,30172,Yalmutz
23,32575,Cerradas de Oriente I
23,32945,La Palmita
23,33633,Tres Veintidós
23,33943,El Milagro
23,34024,Planta de Impregnación (Ferrocarrilera)
23,36484,Don Nati
23,36614,Novaterra
23,37605,San José de la Peña
23,37669,UrbiVilla del Roble
23,37803,Héroes de San Cristóbal
23,37875,Ejido el Barreno (El Gato)
23,37927,El Nogal Chico
23,37964,Ejidal J. Orduña
23,38020,Privada Ciruelo
23,38255,Ex-Hacienda la Galera
23,38486,Terrero
23,38495,Granja Sanjuanita
23,38796,San Felipe
23,39012,Colinas del Sur
23,42185,Los Cedros
23,44200,Sagrada Familia
23,45200,Los Manzanos
23,45408,López Cotilla
23,45654,Punta Coral Aqua
23,46012,El Zollate
23,46049,Jimulco
