c_CodigoPostal,c_Estado,c_Municipio,c_Localidad,Estímulo Franja Fronteriza,Fecha inicio de vigencia ,Fecha fin de vigencia ,Descripción del Huso Horario,Mes_Inicio_Horario_Verano,Día_Inicio_Horario_Verano,Día_Inicio_Horario_Verano,Diferencia_Horaria_Verano,Mes_Inicio_Horario_Invierno,Día_Inicio_Horario_Invierno,Día_Inicio_Horario_Invierno,Diferencia_Horaria_Invierno
11457,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11458,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11459,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11460,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11461,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11462,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11463,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11464,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11465,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11466,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11467,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11468,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11469,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11470,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11471,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11472,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11473,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11474,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11475,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11476,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11477,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11478,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11479,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11480,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11481,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11482,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11483,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11484,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11485,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11486,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11487,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11488,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11489,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11490,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11491,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11492,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11493,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11494,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11495,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11496,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11497,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11498,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11499,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11500,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11501,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11502,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11503,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11504,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11505,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11506,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11507,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11508,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11509,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11510,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11511,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11512,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11513,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11514,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11515,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11516,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11517,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11518,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11519,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11520,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11521,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11522,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11523,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11524,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11525,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11526,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11527,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11528,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11529,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11530,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11531,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11532,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11533,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11534,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11535,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11536,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11537,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11538,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11539,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11540,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11541,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11542,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11543,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11544,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11545,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11546,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11547,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11548,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11549,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11550,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11551,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11552,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11553,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11554,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11555,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11556,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11557,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11558,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11559,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11560,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11561,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11562,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11563,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11564,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11565,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11566,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11567,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11568,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11569,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11570,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11571,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11572,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11573,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11574,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11575,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11576,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11577,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11578,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11579,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11580,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11581,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11582,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11583,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11584,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11585,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11586,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11587,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11588,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11589,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11590,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11591,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11592,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11593,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11594,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11595,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11596,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11597,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11598,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11599,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11600,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11601,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11602,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11603,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11604,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11605,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11606,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11607,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11608,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11609,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11610,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11611,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11612,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11613,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11614,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11615,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11616,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11617,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11618,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11619,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11620,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11621,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11622,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11623,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11624,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11625,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11626,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11627,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11628,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11629,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11630,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11631,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11632,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11633,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11634,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11635,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11636,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11637,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11638,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11639,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11640,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11641,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11642,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11643,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11644,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11645,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11646,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11647,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11648,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11649,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11650,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11651,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11652,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11653,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11654,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11655,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11656,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11657,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11658,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11659,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11660,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11661,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11662,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11663,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11664,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11665,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11666,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11667,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11668,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11669,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11670,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11671,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11672,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11673,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11674,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11675,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11676,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11677,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11678,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11679,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11680,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11681,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11682,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11683,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11684,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11685,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11686,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11687,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11688,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11689,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11690,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11691,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11692,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11693,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11694,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11695,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11696,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11697,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11698,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11699,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11700,CMX,016,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11701,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11702,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11703,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11704,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11705,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11706,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11707,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11708,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11709,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11710,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11711,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11712,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11713,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11714,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11715,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11716,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11717,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11718,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11719,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11720,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11721,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11722,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11723,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11724,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11725,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11726,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11727,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11728,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11729,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11730,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11731,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11732,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11733,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11734,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11735,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11736,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11737,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11738,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11739,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11740,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11741,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11742,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11743,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11744,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11745,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11746,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11747,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11748,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11749,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11750,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11751,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11752,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11753,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11754,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11755,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11756,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11757,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11758,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11759,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11760,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11761,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11762,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11763,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11764,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11765,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11766,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11767,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11768,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11769,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11770,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11771,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11772,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11773,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11774,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11775,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11776,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11777,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11778,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11779,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11780,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11781,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11782,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11783,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11784,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11785,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11786,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11787,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11788,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11789,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11790,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
11791,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
