c_CodigoPostal,c_Estado,c_Municipio,c_Localidad,Estímulo Franja Fronteriza,Fecha inicio de vigencia ,Fecha fin de vigencia ,Descripción del Huso Horario,Mes_Inicio_Horario_Verano,Día_Inicio_Horario_Verano,Día_Inicio_Horario_Verano,Diferencia_Horaria_Verano,Mes_Inicio_Horario_Invierno,Día_Inicio_Horario_Invierno,Día_Inicio_Horario_Invierno,Diferencia_Horaria_Invierno
02432,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02433,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02434,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02435,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02436,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02437,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02438,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02439,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02440,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02441,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02442,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02443,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02444,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02445,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02446,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02447,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02448,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02449,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02450,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02451,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02452,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02453,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02454,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02455,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02456,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02457,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02458,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02459,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02460,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02461,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02462,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02463,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02464,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02465,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02466,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02467,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02468,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02469,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02470,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02471,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02472,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02473,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02474,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02475,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02476,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02477,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02478,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02479,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02480,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02481,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02482,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02483,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02484,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02485,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02486,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02487,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02488,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02489,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02490,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02491,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02492,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02493,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02494,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02495,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02496,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02497,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02498,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02499,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02500,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02501,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02502,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02503,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02504,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02505,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02506,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02507,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02508,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02509,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02510,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02511,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02512,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02513,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02514,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02515,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02516,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02517,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02518,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02519,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02520,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02521,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02522,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02523,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02524,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02525,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02526,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02527,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02528,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02529,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02530,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02531,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02532,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02533,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02534,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02535,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02536,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02537,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02538,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02539,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02540,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02541,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02542,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02543,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02544,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02545,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02546,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02547,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02548,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02549,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02550,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02551,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02552,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02553,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02554,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02555,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02556,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02557,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02558,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02559,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02560,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02561,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02562,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02563,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02564,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02565,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02566,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02567,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02568,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02569,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02570,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02571,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02572,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02573,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02574,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02575,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02576,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02577,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02578,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02579,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02580,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02581,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02582,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02583,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02584,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02585,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02586,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02587,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02588,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02589,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02590,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02591,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02592,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02593,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02594,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02595,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02596,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02597,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02598,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02599,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02600,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02601,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02602,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02603,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02604,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02605,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02606,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02607,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02608,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02609,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02610,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02611,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02612,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02613,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02614,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02615,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02616,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02617,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02618,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02619,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02620,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02621,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02622,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02623,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02624,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02625,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02626,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02627,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02628,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02629,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02630,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02631,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02632,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02633,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02634,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02635,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02636,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02637,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02638,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02639,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02640,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02641,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02642,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02643,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02644,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02645,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02646,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02647,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02648,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02649,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02650,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02651,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02652,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02653,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02654,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02655,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02656,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02657,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02658,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02659,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02660,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02661,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02662,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02663,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02664,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02665,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02666,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02667,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02668,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02669,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02670,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02671,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02672,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02673,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02674,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02675,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02676,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02677,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02678,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02679,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02680,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02681,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02682,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02683,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02684,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02685,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02686,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02687,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02688,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02689,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02690,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02691,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02692,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02693,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02694,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02695,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02696,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02697,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02698,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02699,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02700,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02701,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02702,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02703,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02704,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02705,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02706,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02707,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02708,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02709,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02710,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02711,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02712,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02713,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02714,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02715,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02716,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02717,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02718,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02719,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02720,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02721,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02722,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02723,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02724,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02725,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02726,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02727,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02728,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02729,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02730,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02731,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02732,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02733,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02734,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02735,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02736,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02737,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02738,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02739,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02740,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02741,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02742,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02743,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02744,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02745,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02746,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02747,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02748,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02749,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02750,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02751,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02752,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02753,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02754,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02755,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02756,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02757,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02758,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02759,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02760,CMX,002,02,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02761,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02762,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02763,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02764,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
02765,CMX,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
